name1,name2,is_match,name1_clean,name2_clean,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,soundex_match,Levenshtein,jaccard,token_set_ratio,similar_gender,is_abbreviation,predicted_match,match_probability
pethkar miss truipti vilasrao,rohit pethkar,0,pethkar truipti vilasrao,rohit pethkar,pethkar truipti vilasrao,rohit pethkar,0.45430814831715144,0.59594935,0.6166472416472416,0,0,19,0.25,0.7,0,0,0,0.10669158
mallikarjuna reddy mandapati,g mallikarjun,0,mallikarjuna reddy mandapati,g mallikarjun,mallikarjuna reddy mandapati,g mallikarjun,0.6409987137400975,0.5973374,0.644993894993895,0,0,19,0.0,0.54,0,0,0,0.1661452
harsha mandalapu,somavarapu harsha,0,harsha mandalapu,somavarapu harsha,harsha mandalapu,somavarapu harsha,0.46955829582841296,0.67015076,0.6519607843137255,0,0,15,0.3333333333333333,0.79,1,0,0,0.10669158
peter kharduit,p kharnary,0,peter kharduit,p kharnary,peter kharduit,p kharnary,0.14166400644480065,0.34681872,0.638095238095238,0,0,8,0.0,0.5,0,0,0,0.110452875
s harsha vardhan general surgeon,somavarapu harsha,0,s harsha vardhan,somavarapu harsha,s harsha vardhan,somavarapu harsha,0.36213513244444545,0.676249,0.6569741532976826,0,0,10,0.25,0.73,1,0,0,0.10669158
g dsharma,g s sharma,0,g dsharma,g s sharma,g dsharma,g s sharma,0.5635517767168756,0.46008292,0.9170370370370371,0,0,2,0.25,0.84,1,0,0,0.10693634
mohammad mudassir khalid,mohd mudassar,0,mohammad mudassir khalid,mohd mudassar,mohammad mudassir khalid,mohd mudassar,0.44282642459901544,0.5779884,0.8212606837606837,0,0,12,0.0,0.65,0,0,0,0.110452875
bibhu priyo das,u k das,0,bibhu priyo das,u k das,bibhu priyo das,u k das,0.31870998599684275,0.5576645,0.47301587301587295,0,0,9,0.2,0.6,0,0,0,0.10669158
parashar navneet,navneet nagar,0,parashar navneet,navneet nagar,parashar navneet,navneet nagar,0.7102037925520485,0.42549598,0.5157967032967034,0,0,12,0.3333333333333333,0.76,0,0,0,0.17773718
sudip roy,sudip pal,0,sudip roy,sudip pal,sudip roy,sudip pal,0.7057528103354551,0.5359892,0.8666666666666666,0,0,3,0.3333333333333333,0.71,0,0,0,0.11010662
anupam goel,anupam gaba,0,anupam goel,anupam gaba,anupam goel,anupam gaba,0.5386276027938242,0.64936936,0.890909090909091,0,1,3,0.3333333333333333,0.73,0,0,0,0.107420534
pavan kumar c g,pawan kumar koliwad,0,pavan kumar c g,pawan kumar koliwad,pavan kumar c g,pawan kumar koliwad,0.2185852134656829,0.654919,0.8166081871345029,0,0,8,0.16666666666666666,0.65,0,0,0,0.10669158
kamran khan,g t nikam,0,kamran khan,g t nikam,kamran khan,g t nikam,0.08337717878581981,0.27805507,0.5193602693602694,0,0,8,0.0,0.4,0,0,0,0.110452875
pashok,v p ashok,0,pashok,v p ashok,pashok,v p ashok,0.6483217528445722,0.24356487,0.8888888888888888,0,0,3,0.0,0.67,0,0,0,0.17850606
minhaj mobin ahmed shaikh junaid,momin zakir,0,minhaj mobin ahmed shaikh junaid,momin zakir,minhaj mobin ahmed shaikh junaid,momin zakir,0.07921646803652994,0.30626667,0.5516624579124579,0,0,24,0.0,0.33,0,0,0,0.110452875
avaradha chary,charry ncr,0,avaradha chary,charry ncr,avaradha chary,charry ncr,0.19787755242661847,0.38053793,0.6206349206349207,0,0,10,0.0,0.42,0,0,0,0.110452875
g m jagadeesan,n i jagadeshwar,0,g m jagadeesan,n i jagadeshwar,g m jagadeesan,n i jagadeshwar,0.46203075348681466,0.59075576,0.7269841269841271,0,0,6,0.0,0.69,0,0,0,0.110452875
mohan charry,charry ncr,0,mohan charry,charry ncr,mohan charry,charry ncr,0.6033185195705645,0.45709908,0.7134920634920635,0,0,9,0.3333333333333333,0.75,0,0,0,0.110249504
chary a k,charry ncr,0,chary a k,charry ncr,chary a k,charry ncr,0.30001917449916793,0.5602243,0.8533333333333333,0,0,4,0.0,0.63,0,0,0,0.1217548
anowar ali mallick,a k mallick,0,anowar ali mallick,a k mallick,anowar ali mallick,a k mallick,0.6740973052967408,0.6128585,0.7493939393939395,0,0,8,0.2,0.78,0,0,0,0.1113696
vijay kullolli,shivgonda a kullolli,0,vijay kullolli,shivgonda a kullolli,vijay kullolli,shivgonda a kullolli,0.6139340761542791,0.44970858,0.707936507936508,0,0,9,0.25,0.73,1,0,0,0.110249504
amarjot singh,amarjot x,0,amarjot singh,amarjot x,amarjot singh,amarjot x,0.8421576547720926,0.60519767,0.9008547008547009,0,1,5,0.3333333333333333,0.88,0,0,0,0.11069414
b m l kapoor,william kapoor,0,b m l kapoor,william kapoor,b m l kapoor,william kapoor,0.5738269112751136,0.75830793,0.7235449735449735,0,0,7,0.2,0.69,0,0,0,0.1093676
nageswara rao kannikanti,v nageshwarrao,0,nageswara rao kannikanti,v nageshwarrao,nageswara rao kannikanti,v nageshwarrao,0.35471309271730433,0.48725203,0.6468253968253969,0,0,16,0.0,0.58,0,0,0,0.110452875
jitendra singh,jitender x,0,jitendra singh,jitender x,jitendra singh,jitender x,0.58445444937797,0.5819931,0.8742857142857143,0,1,7,0.0,0.67,0,0,0,0.1612557
ram kumar,b ramkumar,0,ram kumar,b ramkumar,ram kumar,b ramkumar,0.46260884499972005,0.6547071,0.8925925925925925,0,0,3,0.0,0.53,0,0,0,0.12885386
manmohan singh deol,m s deol,0,manmohan singh deol,m s deol,manmohan singh deol,m s deol,0.5803347123343631,0.45264977,0.4868421052631579,0,0,11,0.2,0.67,0,1,0,0.1323514
simranpal singh deol,m s deol,0,simranpal singh deol,m s deol,simranpal singh deol,m s deol,0.49887703819252277,0.46058333,0.39999999999999997,0,0,12,0.2,0.67,0,0,0,0.10669158
jitendra pratap singh,jitender x,0,jitendra pratap singh,jitender x,jitendra pratap singh,jitender x,0.4688188605493131,0.54147005,0.8361904761904763,0,1,13,0.0,0.52,0,0,0,0.110452875
jitendra agrawal,jitender x,0,jitendra agrawal,jitender x,jitendra agrawal,jitender x,0.49806793658049847,0.5086348,0.86,0,1,9,0.0,0.54,0,0,0,0.1156035
ngladani,setu ladani,0,ngladani,setu ladani,ngladani,setu ladani,0.41240261223374763,0.4690907,0.7651515151515151,0,0,5,0.0,0.63,1,0,0,0.11647231
vikrant bhagvat,k bhagat,0,vikrant bhagvat,k bhagat,vikrant bhagvat,k bhagat,0.27976123028004796,0.5521982,0.7194444444444444,0,0,7,0.0,0.7,0,0,0,0.110452875
suresh sindal,s c sindal,0,suresh sindal,s c sindal,suresh sindal,s c sindal,0.6733279264133367,0.64001477,0.7871153846153847,0,0,5,0.25,0.75,0,0,0,0.108094096
hemal bhagat,k bhagat,0,hemal bhagat,k bhagat,hemal bhagat,k bhagat,0.7022245077561614,0.55735177,0.6765873015873017,0,0,5,0.3333333333333333,0.86,0,0,0,0.116587244
nprathyusha,prachiti,0,nprathyusha,prachiti,nprathyusha,prachiti,0.035166777245336456,0.36205432,0.6265151515151516,0,0,7,0.0,0.42,1,0,0,0.110452875
patnaik abhinav,avinab patnayak,0,patnaik abhinav,avinab patnayak,patnaik abhinav,avinab patnayak,0.3551792939727276,0.79103845,0.6222222222222222,0,0,11,0.0,0.73,0,0,0,0.110452875
p prapul reddy,prachiti,0,p prapul reddy,prachiti,p prapul reddy,prachiti,0.08885873787890329,0.55531144,0.5297619047619048,0,0,11,0.0,0.27,0,0,0,0.110452875
jyoti prasad kalita,j k kolita,0,jyoti prasad kalita,j k kolita,jyoti prasad kalita,j k kolita,0.2568887130007439,0.36490515,0.5830409356725146,0,0,11,0.0,0.48,1,0,0,0.110452875
gejo george cedric,gejoe x,0,gejo george cedric,gejoe x,gejo george cedric,gejoe x,0.37060213978582546,0.5672219,0.6746031746031745,0,0,12,0.0,0.4,0,0,0,0.110452875
karthik mikkineni,karthika g s r s,0,karthik mikkineni,karthika g s r s,karthik mikkineni,karthika g s r s,0.363715886728048,0.61293614,0.6568627450980392,0,1,10,0.0,0.52,1,0,0,0.110452875
setu hospital,setu ladani,0,setu hospital,setu ladani,setu hospital,setu ladani,0.39967430423136924,0.46040443,0.6773226773226773,0,0,8,0.3333333333333333,0.53,0,0,0,0.10669158
manjunath reddy g,manjunath a,0,manjunath reddy g,manjunath a,manjunath reddy g,manjunath a,0.7746874399503201,0.62518156,0.8994652406417112,0,1,7,0.25,0.9,0,0,0,0.113217466
birendra kumar,birendra kr santra,0,birendra kumar,birendra kr santra,birendra kumar,birendra kr santra,0.6572393883586808,0.6401111,0.888095238095238,0,1,6,0.25,0.75,1,0,0,0.1111077
birendra kumar barnwal,birendra kr santra,0,birendra kumar barnwal,birendra kr santra,birendra kumar barnwal,birendra kr santra,0.46848223015056845,0.54647124,0.8982323232323232,0,1,8,0.2,0.65,1,0,0,0.10669158
pratik shah,prateek prajapati,0,pratik shah,prateek prajapati,pratik shah,prateek prajapati,0.2789739997613778,0.6149999,0.6827094474153297,0,1,10,0.0,0.5,0,0,0,0.110452875
ananda kumar mahapatra,mohan mahapathro,0,ananda kumar mahapatra,mohan mahapathro,ananda kumar mahapatra,mohan mahapathro,0.3983916476469318,0.6703178,0.5984848484848485,0,0,13,0.0,0.47,0,0,0,0.110452875
pratik p singh,prateek prajapati,0,pratik p singh,prateek prajapati,pratik p singh,prateek prajapati,0.2722830764134215,0.60440755,0.6806722689075629,0,1,10,0.0,0.45,0,0,0,0.110452875
bhagat keshaorao pandurang surgeon doctor in thane,k bhagat,0,bhagat keshaorao pandurang in thane,k bhagat,bhagat keshaorao pandurang in thane,k bhagat,0.4042618387882411,0.5742969,0.6178571428571429,0,0,30,0.16666666666666666,0.86,0,1,0,0.40845942
bipin kumar gupta,archla x,0,bipin kumar gupta,archla x,bipin kumar gupta,archla x,0.008282204551489099,0.13813512,0.28921568627450983,0,0,15,0.0,0.16,1,0,0,0.110452875
prashant kumar gupta,kumar aniket,0,prashant kumar gupta,kumar aniket,prashant kumar gupta,kumar aniket,0.2146625003393709,0.6125821,0.5851851851851851,0,0,15,0.25,0.59,0,0,0,0.10669158
dharma kumar k g,darma dev,0,dharma kumar k g,darma dev,dharma kumar k g,darma dev,0.2935427962198676,0.3821703,0.6805555555555555,0,0,10,0.0,0.48,1,0,0,0.110452875
kraja mohan,a ekanathan,0,kraja mohan,a ekanathan,kraja mohan,a ekanathan,0.08805697998959147,0.48171458,0.6147186147186147,0,0,7,0.0,0.55,0,0,0,0.110452875
anish kumar gupta,anish aggarwal,0,anish kumar gupta,anish aggarwal,anish kumar gupta,anish aggarwal,0.31521813000896526,0.5298304,0.8405042016806723,0,1,9,0.25,0.58,0,0,0,0.10669158
das birendra manohar,b n das,0,das birendra manohar,b n das,das birendra manohar,b n das,0.3333136852261882,0.45519117,0.6404761904761905,0,0,16,0.2,0.6,0,0,0,0.10669158
anand mohan soren,a m soren,0,anand mohan soren,a m soren,anand mohan soren,a m soren,0.7092471478794372,0.55021036,0.48322440087145974,0,0,8,0.2,0.71,0,1,0,0.12409581
harinder singh bedi,h s bedi,0,harinder singh bedi,h s bedi,harinder singh bedi,h s bedi,0.5723240575720954,0.5007258,0.577485380116959,0,0,11,0.2,0.67,1,1,0,0.12409581
saukat hussain,sankat a hussain,1,saukat hussain,sankat a hussain,saukat hussain,sankat a hussain,0.6928914767269011,0.64412093,0.8899267399267399,0,0,3,0.25,0.87,0,0,0,0.11165771
debojyoti sarkar,suvalina sarkar,0,debojyoti sarkar,suvalina sarkar,debojyoti sarkar,suvalina sarkar,0.2726517348341633,0.6617433,0.5527777777777777,0,0,9,0.3333333333333333,0.57,1,0,0,0.10669158
jitena narayan senapati,natwar senapati,0,jitena narayan senapati,natwar senapati,jitena narayan senapati,natwar senapati,0.5272051485108008,0.6052464,0.7282953761214631,0,0,10,0.25,0.7,1,0,0,0.10954009
sheikh nawaz,seikh nabinwaz,1,sheikh nawaz,seikh nabinwaz,sheikh nawaz,seikh nabinwaz,0.4290429302944921,0.62829554,0.8561688311688311,0,0,4,0.0,0.85,0,0,0,0.3152932
drbb sinha,b sinha,0,drbb sinha,b sinha,drbb sinha,b sinha,0.5488560829821613,0.59677565,0.9,0,0,3,0.3333333333333333,0.83,1,0,0,0.10989101
abhijit mohapatra,abhijeet cr,0,abhijit mohapatra,abhijeet cr,abhijit mohapatra,abhijeet cr,0.2795035854734755,0.49410033,0.839572192513369,0,1,10,0.0,0.57,0,0,0,0.110452875
sunit kumar singh,spoorthy n k,0,sunit kumar singh,spoorthy n k,sunit kumar singh,spoorthy n k,0.014687207154178126,0.283463,0.5697945845004669,0,0,14,0.0,0.41,0,0,0,0.110452875
manavadariya nishant bharatbhai,c v manavadria,0,manavadariya nishant bharatbhai,c v manavadria,manavadariya nishant bharatbhai,c v manavadria,0.2845925722829448,0.43212312,0.6226085742214774,0,0,24,0.0,0.53,1,0,0,0.110452875
gautham s l,gautam carmoli,0,gautham s l,gautam carmoli,gautham s l,gautam carmoli,0.27689335703360696,0.5865824,0.8597402597402598,0,1,7,0.0,0.48,0,0,0,0.110452875
tanmaya panda,botla chanakya,0,tanmaya panda,botla chanakya,tanmaya panda,botla chanakya,0.04090893075246694,0.48164597,0.6318681318681318,0,0,11,0.0,0.52,1,0,0,0.110452875
ankur saxena,ankur x,0,ankur saxena,ankur x,ankur saxena,ankur x,0.608244817611853,0.6423953,0.9166666666666667,0,1,5,0.3333333333333333,0.83,0,0,0,0.110261485
brijveer singh,s b singh,0,brijveer singh,s b singh,brijveer singh,s b singh,0.3828259411564147,0.6563076,0.7116402116402116,0,0,8,0.25,0.71,0,0,0,0.10669158
saji mathew,saji i k,0,saji mathew,saji i k,saji mathew,saji i k,0.5030994451583042,0.6134054,0.6931818181818182,0,0,6,0.25,0.67,1,0,0,0.106695026
kraja mohan,p rajapandi,0,kraja mohan,p rajapandi,kraja mohan,p rajapandi,0.130321760135104,0.5117595,0.6623376623376623,0,0,8,0.0,0.55,1,0,0,0.110452875
siddhartha n chakravarthy,d s chakravarthy,0,siddhartha n chakravarthy,d s chakravarthy,siddhartha n chakravarthy,d s chakravarthy,0.7548601013179924,0.6403481,0.7341666666666667,0,0,10,0.2,0.86,0,0,0,0.19704103
santhosh kishore naik,santosh naik bukka,0,santhosh kishore naik,santosh naik bukka,santhosh kishore naik,santosh naik bukka,0.36159172983191196,0.5666444,0.8317460317460317,0,1,12,0.2,0.72,0,0,0,0.10669158
drsubhrajyoti das,s j das,0,drsubhrajyoti das,s j das,drsubhrajyoti das,s j das,0.2744379362973472,0.55294335,0.43557422969187676,0,0,11,0.25,0.6,0,0,0,0.10669158
sakshi maurya,kumari sakshi,0,sakshi maurya,kumari sakshi,sakshi maurya,kumari sakshi,0.5516548678385329,0.77652854,0.5970695970695971,0,0,10,0.3333333333333333,0.77,1,0,0,0.1095822
g soundara rajan,n soundharrajan,0,g soundara rajan,n soundharrajan,g soundara rajan,n soundharrajan,0.5674671674212014,0.64115685,0.790491452991453,0,0,4,0.0,0.65,0,0,0,0.16997375
dheeraj kanekanti,sheeraj,0,dheeraj kanekanti,sheeraj,dheeraj kanekanti,sheeraj,0.43704115165935326,0.35047877,0.7366946778711485,0,0,11,0.0,0.5,0,0,0,0.110452875
naidu manner vinay kumar,vinayaka kumar,0,naidu manner vinay kumar,vinayaka kumar,naidu manner vinay kumar,vinayaka kumar,0.3853939263297229,0.67503345,0.5965007215007215,0,0,15,0.2,0.58,0,0,0,0.10669158
ravikiran chetaraju,ravi kiran,0,ravikiran chetaraju,ravi kiran,ravikiran chetaraju,ravi kiran,0.44616314043657546,0.58607435,0.8452631578947368,0,1,11,0.0,0.48,0,0,0,0.110452875
dheeraj karanth,sheeraj,0,dheeraj karanth,sheeraj,dheeraj karanth,sheeraj,0.5447300751478202,0.38119882,0.7523809523809524,0,0,9,0.0,0.55,0,0,0,0.15450504
dheeraj batheja,sheeraj,0,dheeraj batheja,sheeraj,dheeraj batheja,sheeraj,0.46064017511495176,0.3397225,0.7523809523809524,0,0,9,0.0,0.55,0,0,0,0.110452875
sourabh tilwankar,j p mahatma,0,sourabh tilwankar,j p mahatma,sourabh tilwankar,j p mahatma,0.0,0.45714247,0.5216874628639334,0,0,14,0.0,0.29,0,0,0,0.110452875
dheeraj shyam,sheeraj,0,dheeraj shyam,sheeraj,dheeraj shyam,sheeraj,0.5739902344107098,0.46981773,0.7728937728937728,0,0,7,0.0,0.6,0,0,0,0.16344401
dinesh singhal,manchikanti dinesh,0,dinesh singhal,manchikanti dinesh,dinesh singhal,manchikanti dinesh,0.3925431865211533,0.5515232,0.5052910052910052,0,0,15,0.3333333333333333,0.62,0,0,0,0.10669158
sahoo abhay kumar,abhaya kumar ojha,0,sahoo abhay kumar,abhaya kumar ojha,sahoo abhay kumar,abhaya kumar ojha,0.42013101839072386,0.73911655,0.7394957983193278,0,0,12,0.2,0.76,0,0,0,0.10669158
subrajit mishra,ranjit mishra,0,subrajit mishra,ranjit mishra,subrajit mishra,ranjit mishra,0.5735050667852434,0.63907,0.9076923076923077,0,0,4,0.3333333333333333,0.86,1,0,0,0.110261485
jaydeep mondal,dipayan mondal,0,jaydeep mondal,dipayan mondal,jaydeep mondal,dipayan mondal,0.3804909434979293,0.4746019,0.735930735930736,0,0,7,0.3333333333333333,0.64,0,0,0,0.106695026
chirumamilla lakshmi sravani,ch laxmi sravani,0,chirumamilla lakshmi sravani,ch laxmi sravani,chirumamilla lakshmi sravani,ch laxmi sravani,0.4010348850049913,0.49729678,0.7706349206349206,0,0,13,0.2,0.68,1,0,0,0.10669158
sravani mekala sravani,ch laxmi sravani,0,sravani mekala sravani,ch laxmi sravani,sravani mekala sravani,ch laxmi sravani,0.5774369406454274,0.6081573,0.6729312354312355,0,0,12,0.25,0.67,1,0,0,0.110249504
abhishek jain,abhisek gut,0,abhishek jain,abhisek gut,abhishek jain,abhisek gut,0.3679664250107222,0.5785177,0.8685314685314686,0,1,5,0.0,0.67,0,0,0,0.11647231
keduovinuo k keditsu,sede keditsu,0,keduovinuo k keditsu,sede keditsu,keduovinuo k keditsu,sede keditsu,0.5548374171299236,0.6784297,0.6111111111111112,0,0,10,0.25,0.74,0,0,0,0.1095822
drramya christy,ramyacristy a,0,drramya christy,ramyacristy a,drramya christy,ramyacristy a,0.4642271502110789,0.29432678,0.7688034188034188,0,0,6,0.0,0.43,0,0,0,0.110452875
purnendu bhowmik,nabarun bhowmik,0,purnendu bhowmik,nabarun bhowmik,purnendu bhowmik,nabarun bhowmik,0.4976778046426318,0.5889679,0.7666666666666666,0,0,8,0.3333333333333333,0.65,0,0,0,0.10669158
prasad pujari,b d pujari,0,prasad pujari,b d pujari,prasad pujari,b d pujari,0.7792413850529956,0.7221826,0.6801282051282053,0,0,5,0.25,0.75,1,0,0,0.11331093
kanchan bagadia,sachin bagdiya,0,kanchan bagadia,sachin bagdiya,kanchan bagadia,sachin bagdiya,0.15963811852825102,0.44885233,0.6881673881673881,0,0,5,0.0,0.76,1,0,0,0.11647231
suresh babu,n suresh,0,suresh babu,n suresh,suresh babu,n suresh,0.6634225578623646,0.45579576,0.7651515151515151,0,0,7,0.3333333333333333,0.86,0,0,0,0.11795722
bhagwan pundge,sachin bagdiya,0,bhagwan pundge,sachin bagdiya,bhagwan pundge,sachin bagdiya,0.02264773476643945,0.35930446,0.5238095238095238,0,0,11,0.0,0.43,0,0,0,0.110452875
psuresh babu,n suresh,0,psuresh babu,n suresh,psuresh babu,n suresh,0.44705984353172096,0.22402784,0.75,0,0,7,0.0,0.7,0,0,0,0.110452875
praneeth raj patel,g pranitha,0,praneeth raj patel,g pranitha,praneeth raj patel,g pranitha,0.2095403854888453,0.40912277,0.6231481481481481,0,0,13,0.0,0.57,0,0,0,0.110452875
pratik keshari,r s keshari,0,pratik keshari,r s keshari,pratik keshari,r s keshari,0.6597386639028109,0.6772803,0.6721981721981724,0,0,5,0.25,0.78,1,0,0,0.10808516
rama krishna,d ramakrishna,0,rama krishna,d ramakrishna,rama krishna,d ramakrishna,0.6936112074422556,0.64291584,0.9188034188034188,0,0,3,0.0,0.56,1,0,0,0.18055187
khwaja nasim ahmad surgeon doctor in katihar,alavama naseem,0,khwaja nasim ahmad in katihar,alavama naseem,khwaja nasim ahmad in katihar,alavama naseem,0.09405649976931196,0.47040612,0.5863711001642036,0,0,21,0.0,0.42,1,0,0,0.110452875
bb agarwal,brighu x,0,bb agarwal,brighu x,bb agarwal,brighu x,0.010666432761695325,0.28715003,0.44722222222222224,0,0,8,0.0,0.22,0,0,0,0.110452875
ketan marker,ketan sutarkar,0,ketan marker,ketan sutarkar,ketan marker,ketan sutarkar,0.48359332123400456,0.56036055,0.9095238095238095,0,0,4,0.3333333333333333,0.77,0,0,0,0.106695026
spsingh,sumer singh,0,spsingh,sumer singh,spsingh,sumer singh,0.26248745999186235,0.19938728,0.8207792207792207,0,0,5,0.0,0.56,0,0,0,0.11647231
suresh babu d,sudershan babu k g,0,suresh babu d,sudershan babu k g,suresh babu d,sudershan babu k g,0.3925911371705847,0.620018,0.8461538461538463,0,0,7,0.16666666666666666,0.71,0,0,0,0.106695026
brij b agarwal,brighu x,0,brij b agarwal,brighu x,brij b agarwal,brighu x,0.2194472162473581,0.32032138,0.594047619047619,0,0,10,0.0,0.27,0,0,0,0.110452875
kvenkata subramanian,venkatalakshmi aishwarya a,0,kvenkata subramanian,venkatalakshmi aishwarya a,kvenkata subramanian,venkatalakshmi aishwarya a,0.2210172340482551,0.39552182,0.6801282051282053,0,0,16,0.0,0.43,1,0,0,0.110452875
kaushik baruah,i c baruah,0,kaushik baruah,i c baruah,kaushik baruah,i c baruah,0.6623039788162071,0.6297515,0.6654761904761904,0,0,7,0.25,0.75,0,0,0,0.1093676
r venkatasubramanian,venkatalakshmi aishwarya a,0,r venkatasubramanian,venkatalakshmi aishwarya a,r venkatasubramanian,venkatalakshmi aishwarya a,0.2681041504524761,0.6711155,0.6747252747252747,0,0,17,0.0,0.52,0,0,0,0.110452875
anandan thampi k g,k g ananthan,0,anandan thampi k g,k g ananthan,anandan thampi k g,k g ananthan,0.36341965367223206,0.550732,0.6018518518518519,0,0,13,0.4,0.73,0,0,0,0.10669158
anwer md majid,majid anwar,0,anwer md majid,majid anwar,anwer md majid,majid anwar,0.6277053702932881,0.52293205,0.5995670995670995,0,0,12,0.25,0.8,0,0,0,0.110249504
ramasare upadh,r s upadhyay,0,ramasare upadh,r s upadhyay,ramasare upadh,r s upadhyay,0.4147567316934807,0.5797899,0.6494708994708994,0,0,9,0.0,0.62,0,0,0,0.110452875
sanjay sharma,vidhyasagar sharma,0,sanjay sharma,vidhyasagar sharma,sanjay sharma,vidhyasagar sharma,0.31748309820859044,0.7120943,0.6675731675731676,0,0,9,0.3333333333333333,0.65,1,0,0,0.10669158
r k sood,nikhil sood,0,r k sood,nikhil sood,r k sood,nikhil sood,0.6482242687635746,0.57589686,0.7651515151515151,0,0,5,0.25,0.67,0,0,0,0.10808516
yogendra kumar,yogendra x,0,yogendra kumar,yogendra x,yogendra kumar,yogendra x,0.865387937991231,0.52560633,0.9085714285714286,0,1,5,0.3333333333333333,0.89,1,0,0,0.11069414
pritam pathare,pritam rele,0,pritam pathare,pritam rele,pritam pathare,pritam rele,0.5488682813538419,0.6455562,0.8922077922077922,0,1,6,0.3333333333333333,0.72,0,0,0,0.108400956
shamsher,vikas chauhan,0,shamsher,vikas chauhan,shamsher,vikas chauhan,0.011125804740216563,0.26287413,0.42414529914529914,0,0,10,0.0,0.29,0,0,0,0.110452875
satish c,v satiesh,0,satish c,v satiesh,satish c,v satiesh,0.33401962657939743,0.5777884,0.8055555555555555,0,0,5,0.0,0.71,0,0,0,0.11647231
raghunath nayak,r k nayak,0,raghunath nayak,r k nayak,raghunath nayak,r k nayak,0.5607390981017797,0.60776186,0.7304761904761905,0,0,8,0.25,0.71,0,0,0,0.1113696
vandana soni,soni pal,0,vandana soni,soni pal,vandana soni,soni pal,0.5238581549594918,0.6263543,0.4305555555555555,0,0,10,0.3333333333333333,0.67,1,0,0,0.10954009
vijay anand,m anand,0,vijay anand,m anand,vijay anand,m anand,0.6370011494301311,0.72377515,0.6897546897546897,0,0,5,0.3333333333333333,0.83,0,0,0,0.116587244
deepa tayal,deepa k veil,0,deepa tayal,deepa k veil,deepa tayal,deepa k veil,0.3858053666421246,0.60850567,0.843939393939394,0,0,5,0.25,0.62,1,0,0,0.106695026
pk verma,prerna verma,0,pk verma,prerna verma,pk verma,prerna verma,0.4524905819955852,0.5371078,0.6765873015873017,0,0,5,0.3333333333333333,0.77,1,0,0,0.106695026
v k jain,v k joglekar,0,v k jain,v k joglekar,v k jain,v k joglekar,0.1502325263850851,0.6015069,0.85,0,0,7,0.5,0.6,0,0,0,0.106695026
ashish anand,m anand,0,ashish anand,m anand,ashish anand,m anand,0.6365835123632085,0.7631954,0.6746031746031745,0,0,6,0.3333333333333333,0.83,0,0,0,0.11795722
hari om gupta,amber gupta,0,hari om gupta,amber gupta,hari om gupta,amber gupta,0.39277586647308027,0.62154514,0.7997927997927997,0,0,6,0.25,0.67,1,0,0,0.106695026
shahnaz fatima miss,shenaz fathima,0,shahnaz fatima,shenaz fathima,shahnaz fatima,shenaz fathima,0.45871978703169164,0.3952437,0.8126984126984127,0,1,3,0.0,0.86,1,0,0,0.18077637
safinaz fatima,shenaz fathima,0,safinaz fatima,shenaz fathima,safinaz fatima,shenaz fathima,0.4046351932474634,0.30488592,0.7350649350649352,0,0,4,0.0,0.79,1,0,0,0.20017093
kihoto achumi,kito sumo,0,kihoto achumi,kito sumo,kihoto achumi,kito sumo,0.1440712395516543,0.42063737,0.7678062678062678,0,1,6,0.0,0.36,0,0,0,0.110452875
venkatesh alagarsamy,alagarsamy a,0,venkatesh alagarsamy,alagarsamy a,venkatesh alagarsamy,alagarsamy a,0.7646596204906677,0.7094166,0.5492063492063491,0,0,12,0.3333333333333333,0.91,0,0,0,0.20736201
kito yeputhomi,kito sumo,0,kito yeputhomi,kito sumo,kito yeputhomi,kito sumo,0.39235476860211144,0.6761589,0.8670634920634921,0,0,7,0.3333333333333333,0.62,0,0,0,0.106695026
deepak g,granchi g,0,deepak g,granchi g,deepak g,granchi g,0.09670139852496282,0.49762958,0.5694444444444444,0,0,7,0.3333333333333333,0.35,0,0,0,0.106695026
sushil kumar jain,g c jain,0,sushil kumar jain,g c jain,sushil kumar jain,g c jain,0.4544822305642495,0.736133,0.406045751633987,0,0,11,0.2,0.67,0,0,0,0.10669158
praveen g,granchi g,0,praveen g,granchi g,praveen g,granchi g,0.10349933565727827,0.35431165,0.7037037037037037,0,0,5,0.3333333333333333,0.56,0,0,0,0.106695026
shukla bibhuti kumar,g m shukla,0,shukla bibhuti kumar,g m shukla,shukla bibhuti kumar,g m shukla,0.5579454796314256,0.57281756,0.5404761904761904,0,0,15,0.2,0.75,1,0,0,0.11021868
manjulkanta padhan,manjula kanta pradhan,0,manjulkanta padhan,manjula kanta pradhan,manjulkanta padhan,manjula kanta pradhan,0.6541738321186154,0.6398511,0.915873015873016,0,1,3,0.0,0.72,1,0,0,0.18055187
sharadkumar mangaldas patel,sharad kumar,0,sharadkumar mangaldas patel,sharad kumar,sharadkumar mangaldas patel,sharad kumar,0.3626513009729539,0.6258726,0.8388888888888889,0,1,17,0.0,0.46,0,0,0,0.110452875
vinay h g,granchi g,0,vinay h g,granchi g,vinay h g,granchi g,0.10099690793327759,0.39191073,0.5703703703703704,0,0,6,0.25,0.44,0,0,0,0.106695026
sn anwar sahab ranchi jharkhand,anwar saheb,0,sn anwar sahab ranchi jharkhand,anwar saheb,sn anwar sahab ranchi jharkhand,anwar saheb,0.34339142231736036,0.6158813,0.6772238514173998,0,0,21,0.16666666666666666,0.62,0,0,0,0.10669158
