name1,name2,is_match,name1_clean,name2_clean,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,soundex_match,Levenshtein,jaccard,token_set_ratio,similar_gender,is_abbreviation,predicted_match,match_probability
mohan koppikar,mohan kopikkar,1,mohan koppikar,mohan kopikkar,mohan koppikar,mohan kopikkar,0.6522689019081178,0.9351811,0.9714285714285714,1,1,2,0.3333333333333333,0.93,0,0,0,0.11843057
koustav mondal,kaustav mondal,1,koustav mondal,kaustav mondal,koustav mondal,kaustav mondal,0.7010578383492483,0.9197287,0.910989010989011,1,1,1,0.3333333333333333,0.93,0,0,0,0.11843057
c prashanth,prashant c,1,c prashanth,prashant c,c prashanth,prashant c,0.7998716372485281,0.9151957,0.8424242424242424,0,0,4,0.3333333333333333,0.95,0,0,0,0.14319417
ashutosh nayak,ashutosh nayek,1,ashutosh nayak,ashutosh nayek,ashutosh nayak,ashutosh nayek,0.7195489486892328,0.93066335,0.9714285714285714,1,1,1,0.3333333333333333,0.93,0,0,0,0.11889102
sheila rohatgi,shila rohatgi,1,sheila rohatgi,shila rohatgi,sheila rohatgi,shila rohatgi,0.7628215965648928,0.6345438,0.980952380952381,1,1,1,0.3333333333333333,0.96,1,0,0,0.12382863
sathish v,satish v,1,sathish v,satish v,sathish v,satish v,0.48244810449173475,0.8327806,0.9449074074074074,0,1,1,0.3333333333333333,0.94,0,0,0,0.11902253
lokesh m n,lokesh mn,1,lokesh m n,lokesh mn,lokesh m n,lokesh mn,0.7749535830435488,0.7060326,0.98,0,1,1,0.25,0.95,0,0,0,0.12410717
anilkumar b u,anilkumar bu,1,anilkumar b u,anilkumar bu,anilkumar b u,anilkumar bu,0.8577188907307313,0.90026474,0.9846153846153847,0,1,1,0.25,0.96,0,0,0,0.1220026
gautam ingale,goutam ingale,1,gautam ingale,goutam ingale,gautam ingale,goutam ingale,0.7222802148256908,0.8449614,0.9288461538461538,1,1,1,0.3333333333333333,0.92,0,0,0,0.11973293
pushpena sharma,pushpendra sharma,1,pushpena sharma,pushpendra sharma,pushpena sharma,pushpendra sharma,0.8804756530153984,0.94817674,0.9364705882352942,0,1,2,0.3333333333333333,0.94,1,0,0,0.1220026
milind joshi,milin joshi,1,milind joshi,milin joshi,milind joshi,milin joshi,0.8526899959282849,0.9400948,0.9833333333333333,0,0,1,0.3333333333333333,0.96,1,0,0,0.10957546
pradeep jain,pardeep jain,1,pradeep jain,pardeep jain,pradeep jain,pardeep jain,0.5715509814468762,0.8361099,0.975,1,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
amith k m,amith km,1,amith k m,amith km,amith k m,amith km,0.7812092573132399,0.7490789,0.9777777777777777,0,1,1,0.25,0.94,0,0,0,0.12410717
hemanth kumar,hemant kumar,1,hemanth kumar,hemant kumar,hemanth kumar,hemant kumar,0.8592664198822463,0.96575344,0.9846153846153847,0,1,1,0.3333333333333333,0.96,0,0,0,0.1220026
siddharta saxena,sidhartha saxena,1,siddharta saxena,sidhartha saxena,siddharta saxena,sidhartha saxena,0.7092467716957038,0.8804127,0.9708333333333333,0,1,2,0.3333333333333333,0.94,1,0,0,0.12068795
ashok paliath,ashok palliath,1,ashok paliath,ashok palliath,ashok paliath,ashok palliath,0.7763398756655561,0.77382433,0.9857142857142858,1,1,1,0.3333333333333333,0.96,0,0,0,0.12517264
alok kumar moulik,aloke kumar moulick,1,alok kumar moulik,aloke kumar moulick,alok kumar moulik,aloke kumar moulick,0.6751388240608042,0.89548266,0.9789473684210527,1,1,2,0.2,0.94,0,0,0,0.12161588
nipanjan ghosh,nilanjan ghosh,1,nipanjan ghosh,nilanjan ghosh,nipanjan ghosh,nilanjan ghosh,0.6115967969805053,0.9707063,0.9619047619047619,0,0,1,0.3333333333333333,0.93,0,0,0,0.11758828
anand n s,anand ns,1,anand n s,anand ns,anand n s,anand ns,0.7008290550283804,0.8812764,0.9777777777777777,0,1,1,0.25,0.94,0,0,0,0.12057652
m v prabhu,mv prabhu,1,m v prabhu,mv prabhu,m v prabhu,mv prabhu,0.8708859435183062,0.774932,0.9366666666666666,0,1,1,0.25,0.95,0,0,0,0.12410717
narayana rao,narayan rao,1,narayana rao,narayan rao,narayana rao,narayan rao,0.8809601845818744,0.9415937,0.9651515151515152,1,1,1,0.3333333333333333,0.96,0,0,0,0.120824955
gurudutt varty,gurudatt varty,1,gurudutt varty,gurudatt varty,gurudutt varty,gurudatt varty,0.6890692522291718,0.9619893,0.9406593406593406,1,1,1,0.3333333333333333,0.93,0,0,0,0.11843057
jenish sheth,jenish seth,1,jenish sheth,jenish seth,jenish sheth,jenish seth,0.7595909499777111,0.675624,0.9651515151515152,0,1,1,0.3333333333333333,0.96,0,0,0,0.12277299
debashis deb,debasish deb,1,debashis deb,debasish deb,debashis deb,debasish deb,0.7566084777979767,0.94002795,0.9833333333333333,0,1,2,0.3333333333333333,0.92,0,0,0,0.11973293
suvro ganguly,suvr ganguly,1,suvro ganguly,suvr ganguly,suvro ganguly,suvr ganguly,0.9182007663137663,0.8822372,0.9846153846153847,1,1,1,0.3333333333333333,0.96,0,0,0,0.12063373
samit kumar badhai,samit kumar bhadai,1,samit kumar badhai,samit kumar bhadai,samit kumar badhai,samit kumar bhadai,0.5302992850880877,0.83531076,0.9888888888888889,0,1,2,0.5,0.94,1,0,0,0.12205091
ananda b,anand b,1,ananda b,anand b,ananda b,anand b,0.7068521583192825,0.9417716,0.975,1,1,1,0.3333333333333333,0.93,0,0,0,0.11882343
pranav mehrotra,pranav mahrotra,1,pranav mehrotra,pranav mahrotra,pranav mehrotra,pranav mahrotra,0.7311591270147573,0.8517915,0.9304761904761905,1,1,1,0.3333333333333333,0.93,1,0,0,0.11889102
ashish agrawal,ashish agarwal,1,ashish agrawal,ashish agarwal,ashish agrawal,ashish agarwal,0.5599035106897495,0.82447255,0.9857142857142858,1,1,2,0.3333333333333333,0.93,0,0,0,0.11752928
v rajasenthil,v raja senthil,1,v rajasenthil,v raja senthil,v rajasenthil,v raja senthil,0.7725730088133548,0.72445947,0.9857142857142858,0,1,1,0.25,0.96,0,0,0,0.12277299
pramod malva,pramod malwa,1,pramod malva,pramod malwa,pramod malva,pramod malwa,0.5839061328599966,0.8582843,0.9666666666666666,0,1,1,0.3333333333333333,0.92,1,0,0,0.11926967
sanjeev jain,sanjeev jan,1,sanjeev jain,sanjeev jan,sanjeev jain,sanjeev jan,0.7944801608485079,0.6322025,0.9833333333333333,1,1,1,0.3333333333333333,0.96,0,0,0,0.12517264
jitendra agrawal,jitendra agarwal,1,jitendra agrawal,jitendra agarwal,jitendra agrawal,jitendra agarwal,0.6765054747613106,0.8659086,0.9874999999999999,1,1,2,0.3333333333333333,0.94,1,0,0,0.12161588
hitendra sharma,hetendra sharma,1,hitendra sharma,hetendra sharma,hitendra sharma,hetendra sharma,0.605009309797466,0.87915546,0.9385714285714285,1,1,1,0.3333333333333333,0.93,1,0,0,0.11843057
prabu k t,prabhu k t,1,prabu k t,prabhu k t,prabu k t,prabhu k t,0.511536557366388,0.9106346,0.98,0,1,1,0.5,0.95,0,0,0,0.11902253
prashanth k,prasanth k,1,prashanth k,prasanth k,prashanth k,prasanth k,0.6754844252364072,0.71699655,0.9418181818181818,0,1,1,0.3333333333333333,0.95,0,0,0,0.12265992
abhijit gogi,abhijit gigi,1,abhijit gogi,abhijit gigi,abhijit gogi,abhijit gigi,0.6023573571065395,0.71024466,0.9484848484848484,0,1,1,0.3333333333333333,0.92,1,0,0,0.11926967
vikas choudhary,vikas chowdhary,1,vikas choudhary,vikas chowdhary,vikas choudhary,vikas chowdhary,0.6803117029305128,0.779475,0.9733333333333334,1,1,1,0.3333333333333333,0.93,0,0,0,0.11843057
mahesh jangir,mahesh jangid,1,mahesh jangir,mahesh jangid,mahesh jangir,mahesh jangid,0.7089268847109435,0.9387232,0.9692307692307692,0,1,1,0.3333333333333333,0.92,0,0,0,0.11966494
r k deshpande,r k despande,1,r k deshpande,r k despande,r k deshpande,r k despande,0.519140416079763,0.75142676,0.9846153846153847,0,1,1,0.5,0.96,0,0,0,0.12440885
rajareddy g v,raja reddy g v,1,rajareddy g v,raja reddy g v,rajareddy g v,raja reddy g v,0.7385662612238848,0.74525326,0.9395604395604396,0,1,1,0.4,0.96,0,0,0,0.12277299
vikrant bhagvat,vikrant bhagwat,1,vikrant bhagvat,vikrant bhagwat,vikrant bhagvat,vikrant bhagwat,0.5850483094387697,0.92779136,0.9733333333333334,0,1,1,0.3333333333333333,0.93,0,0,0,0.11843057
akash mor,akash more,1,akash mor,akash more,akash mor,akash more,0.7535561616156914,0.7854196,0.98,1,1,1,0.3333333333333333,0.95,0,0,0,0.12382863
manoj jindal,manoj jhindal,1,manoj jindal,manoj jhindal,manoj jindal,manoj jhindal,0.6411321314755632,0.8033595,0.9846153846153847,0,1,1,0.3333333333333333,0.96,0,0,0,0.12265992
alok agarwal,alok aggarwal,1,alok agarwal,alok aggarwal,alok agarwal,alok aggarwal,0.812942489341112,0.96171397,0.9846153846153847,1,1,1,0.3333333333333333,0.96,0,0,0,0.120824955
k rajarajan,k raja rajan,1,k rajarajan,k raja rajan,k rajarajan,k raja rajan,0.7704300547965195,0.8782823,0.9833333333333333,0,1,1,0.25,0.96,0,0,0,0.12068795
rajasekar selvarajan,raja sekar,1,rajasekar selvarajan,raja sekar,rajasekar selvarajan,raja sekar,0.5630536277649074,0.881202,0.8400000000000001,0,1,11,0.0,0.6,0,0,0,0.16909096
aakash rathod,akash rathod,1,aakash rathod,akash rathod,aakash rathod,akash rathod,0.8000246053318749,0.74533784,0.9019230769230769,0,1,1,0.3333333333333333,0.96,0,0,0,0.12410717
nagraj patil,nagaraj patil,1,nagraj patil,nagaraj patil,nagraj patil,nagaraj patil,0.6610743027974749,0.69243693,0.9237179487179488,1,1,1,0.3333333333333333,0.96,0,0,0,0.123714715
anandh balaji,anand balaji,1,anandh balaji,anand balaji,anandh balaji,anand balaji,0.8207001328979564,0.9641428,0.9846153846153847,0,1,1,0.3333333333333333,0.96,1,0,0,0.1220026
mitesh nemade,mithesh nemade,1,mitesh nemade,mithesh nemade,mitesh nemade,mithesh nemade,0.7321747978827602,0.7731211,0.9653846153846154,0,1,1,0.3333333333333333,0.96,0,0,0,0.12277299
mahadeo swami,mahadev swami,1,mahadeo swami,mahadev swami,mahadeo swami,mahadev swami,0.7311282819873451,0.892581,0.9692307692307692,0,0,1,0.3333333333333333,0.92,1,0,0,0.11888266
chisel bhatia,chiesel bhatia,1,chisel bhatia,chiesel bhatia,chisel bhatia,chiesel bhatia,0.6763640387983033,0.7873435,0.9653846153846154,1,1,1,0.3333333333333333,0.96,1,0,0,0.123714715
jayant parwate,jayant parvate,1,jayant parwate,jayant parvate,jayant parwate,jayant parvate,0.5806885524658149,0.8860122,0.9714285714285714,0,1,1,0.3333333333333333,0.93,0,0,0,0.11843057
mayank bisht,mayank bisth,1,mayank bisht,mayank bisth,mayank bisht,mayank bisth,0.622221400704276,0.8537768,0.9833333333333333,0,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
prasenjit mukherjee,prosenjit mukherjee,1,prasenjit mukherjee,prosenjit mukherjee,prasenjit mukherjee,prosenjit mukherjee,0.7841041048062533,0.8819801,0.9719298245614034,1,1,1,0.3333333333333333,0.95,0,0,0,0.123052545
b ramana,b ramanya,1,b ramana,b ramanya,b ramana,b ramanya,0.5456656989379757,0.6816193,0.9777777777777777,0,1,1,0.3333333333333333,0.94,1,0,0,0.123755276
b ramana,b ramanna,1,b ramana,b ramanna,b ramana,b ramanna,0.6095855280245042,0.86567,0.9777777777777777,1,1,1,0.3333333333333333,0.94,1,0,0,0.12161588
rachana jain,rachna jain,1,rachana jain,rachna jain,rachana jain,rachna jain,0.7071938196206705,0.92663527,0.946969696969697,1,1,1,0.3333333333333333,0.96,1,0,0,0.121728145
sapna t,swapna t,1,sapna t,swapna t,sapna t,swapna t,0.6255970724555177,0.700793,0.9625,0,1,1,0.3333333333333333,0.93,1,0,0,0.11843057
nachiappan meenakshi sundaram,nachiyappan m,1,nachiappan meenakshi sundaram,nachiyappan m,nachiappan meenakshi sundaram,nachiyappan m,0.44842696780691044,0.6495118,0.8673740053050398,0,1,18,0.0,0.57,0,0,0,0.110452875
utkarsh gupta,utkarsha gupta,1,utkarsh gupta,utkarsha gupta,utkarsh gupta,utkarsha gupta,0.9123827066255102,0.9524421,0.9395604395604396,1,1,1,0.3333333333333333,0.96,1,0,0,0.12063373
manabendra naskar,manavendra naskar,1,manabendra naskar,manavendra naskar,manabendra naskar,manavendra naskar,0.6584720618017452,0.95047945,0.9764705882352941,0,1,1,0.3333333333333333,0.94,1,0,0,0.12057652
parveen singh,praveen singh,1,parveen singh,praveen singh,parveen singh,praveen singh,0.5948761077511878,0.79646635,0.976923076923077,1,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
ujjwal sarkar,ujjal sarkar,1,ujjwal sarkar,ujjal sarkar,ujjwal sarkar,ujjal sarkar,0.6270202956001529,0.91523194,0.9820512820512821,0,1,1,0.3333333333333333,0.96,0,0,0,0.12057652
abhishek chauhan,abhishek chouhan,1,abhishek chauhan,abhishek chouhan,abhishek chauhan,abhishek chouhan,0.7211979965015795,0.8891999,0.9616666666666668,1,1,1,0.3333333333333333,0.94,0,0,0,0.121728145
shuddhatam jain,shudhatm jain,1,shuddhatam jain,shudhatm jain,shuddhatam jain,shudhatm jain,0.5685637526095167,0.91838723,0.9425641025641026,1,1,2,0.3333333333333333,0.93,0,0,0,0.11843057
shahid parvez,shahid pravez,1,shahid parvez,shahid pravez,shahid parvez,shahid pravez,0.7314354971430274,0.702103,0.9846153846153847,1,1,2,0.3333333333333333,0.92,0,0,0,0.11973293
piyush kumar sinha,peeyush kumar sinha,1,piyush kumar sinha,peeyush kumar sinha,piyush kumar sinha,peeyush kumar sinha,0.56573195534624,0.9043906,0.9517543859649122,1,1,2,0.5,0.92,1,0,0,0.11926967
narendra kumar sahoo,narendra kumar sahu,1,narendra kumar sahoo,narendra kumar sahu,narendra kumar sahoo,narendra kumar sahu,0.7234875129236151,0.9297592,0.9694736842105263,1,1,2,0.5,0.92,1,0,0,0.11973293
a b prabhu,ab prabhu,1,a b prabhu,ab prabhu,a b prabhu,ab prabhu,0.8080640072198129,0.8444395,0.9366666666666666,0,1,1,0.25,0.95,0,0,0,0.1220026
deepak thampi hareendran,deepak thumbi hareendran,1,deepak thampi hareendran,deepak thumbi hareendran,deepak thampi hareendran,deepak thumbi hareendran,0.6399303361089456,0.875652,0.9212121212121211,0,1,2,0.5,0.92,1,0,0,0.11926967
balachandar kariappa reddy,balachandra kariappa reddy,1,balachandar kariappa reddy,balachandra kariappa reddy,balachandar kariappa reddy,balachandra kariappa reddy,0.9135685407463199,0.97275937,0.9923076923076923,1,1,2,0.5,0.96,1,0,0,0.12063373
anjit singh,ajit singh,1,anjit singh,ajit singh,anjit singh,ajit singh,0.6562313500485185,0.7807476,0.9727272727272728,0,0,1,0.3333333333333333,0.95,0,0,0,0.109570384
kavita varma,kavita verma,1,kavita varma,kavita verma,kavita varma,kavita verma,0.7170196765042148,0.74719536,0.9484848484848484,1,1,1,0.3333333333333333,0.92,1,0,0,0.11973293
rakesh kumar,rajesh kumar,1,rakesh kumar,rajesh kumar,rakesh kumar,rajesh kumar,0.4703294898543319,0.8091432,0.907070707070707,0,1,1,0.3333333333333333,0.92,0,0,0,0.10867289
vijay sharma,vijaya sharma,1,vijay sharma,vijaya sharma,vijay sharma,vijaya sharma,0.8554742978376731,0.895926,0.9346153846153846,0,1,1,0.3333333333333333,0.96,1,0,0,0.1220026
danesh patel,danish patel,1,danesh patel,danish patel,danesh patel,danish patel,0.6634066804687383,0.902483,0.961111111111111,1,1,1,0.3333333333333333,0.92,0,0,0,0.11926967
jitendra sankpal,jitendra sankalp,1,jitendra sankpal,jitendra sankalp,jitendra sankpal,jitendra sankalp,0.6130382443433953,0.9083571,0.9874999999999999,0,1,2,0.3333333333333333,0.94,1,0,0,0.12057652
harish matta,harish mattu,1,harish matta,harish mattu,harish matta,harish mattu,0.7096883931530791,0.92510104,0.9666666666666666,1,1,1,0.3333333333333333,0.92,0,0,0,0.11966494
bhasker bhushan,bhaskar bhushan,1,bhasker bhushan,bhaskar bhushan,bhasker bhushan,bhaskar bhushan,0.749130987688178,0.9081001,0.9733333333333334,1,1,1,0.3333333333333333,0.93,0,0,0,0.11889102
javed chauhan,javed chouhan,1,javed chauhan,javed chouhan,javed chauhan,javed chouhan,0.701326574328397,0.83142656,0.9525641025641025,1,1,1,0.3333333333333333,0.92,0,0,0,0.11926967
subhadeep datta,subhadeep dutta,1,subhadeep datta,subhadeep dutta,subhadeep datta,subhadeep dutta,0.7502829261999892,0.7063291,0.959047619047619,1,1,1,0.3333333333333333,0.93,1,0,0,0.11889102
rahul agarwal,rahul aggarwal,1,rahul agarwal,rahul aggarwal,rahul agarwal,rahul aggarwal,0.8008773939208331,0.97148746,0.9857142857142858,1,1,1,0.3333333333333333,0.96,0,0,0,0.123052545
gaurav k yadav,gourav k yadav,1,gaurav k yadav,gourav k yadav,gaurav k yadav,gourav k yadav,0.71475021568179,0.9349715,0.8417582417582419,1,1,1,0.5,0.93,0,0,0,0.13718064
om prakash,ohm prakash,1,om prakash,ohm prakash,om prakash,ohm prakash,0.6649016624029195,0.83559424,0.9727272727272728,1,1,1,0.3333333333333333,0.95,0,0,0,0.12161588
ravindran g,ravindhran g,1,ravindran g,ravindhran g,ravindran g,ravindhran g,0.5806177144190987,0.869794,0.9833333333333333,0,1,1,0.3333333333333333,0.96,0,0,0,0.12057652
krishna kumar,krishan kumar,1,krishna kumar,krishan kumar,krishna kumar,krishan kumar,0.7222842902600353,0.7987834,0.9846153846153847,1,1,2,0.3333333333333333,0.92,0,0,0,0.11973293
imtiaz wani,imtiyaz wani,1,imtiaz wani,imtiyaz wani,imtiaz wani,imtiyaz wani,0.669098566617398,0.9014052,0.9833333333333333,0,1,1,0.3333333333333333,0.96,1,0,0,0.12057652
s d vaishampayan,s d vaishanpayan,1,s d vaishampayan,s d vaishanpayan,s d vaishampayan,s d vaishanpayan,0.6349496576685649,0.97447467,0.9483333333333334,0,1,1,0.5,0.94,0,0,0,0.12057652
j k yadav,jk yadav,1,j k yadav,jk yadav,j k yadav,jk yadav,0.6820766325915059,0.94402593,0.9291666666666667,0,0,1,0.25,0.94,0,0,0,0.109570384
frederick vijayakumar job,fredric vijayakumar job,1,frederick vijayakumar job,fredric vijayakumar job,frederick vijayakumar job,fredric vijayakumar job,0.7148721059821163,0.9263898,0.9492173913043478,1,1,2,0.5,0.96,0,0,0,0.121728145
sabyasachi chakraborty,savyasachi chakraborty,1,sabyasachi chakraborty,savyasachi chakraborty,sabyasachi chakraborty,savyasachi chakraborty,0.7424059032761461,0.9410729,0.9757575757575758,0,1,1,0.3333333333333333,0.95,1,0,0,0.12068795
sanish philips,sanesh philips,1,sanish philips,sanesh philips,sanish philips,sanesh philips,0.8201270654989306,0.7285807,0.8948717948717949,1,1,1,0.3333333333333333,0.93,0,0,0,0.11889102
imtiaz ahmed,imthiyaz ahmed,1,imtiaz ahmed,imthiyaz ahmed,imtiaz ahmed,imthiyaz ahmed,0.5745566228234272,0.90108436,0.9083333333333333,0,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
c prashanth,c prasanth,1,c prashanth,c prasanth,c prashanth,c prasanth,0.6952696734583433,0.73602587,0.9418181818181818,0,1,1,0.3333333333333333,0.95,0,0,0,0.12265992
mahesh agrawal,mahesh agarwal,1,mahesh agrawal,mahesh agarwal,mahesh agrawal,mahesh agarwal,0.5660366654282128,0.82083064,0.9857142857142858,1,1,2,0.3333333333333333,0.93,0,0,0,0.11843057
sandeep agarwal,sandeep agrawal,1,sandeep agarwal,sandeep agrawal,sandeep agarwal,sandeep agrawal,0.5972499631311977,0.84592986,0.9866666666666667,1,1,2,0.3333333333333333,0.93,0,0,0,0.11843057
ganesh asawa,ganesh aasawa,1,ganesh asawa,ganesh aasawa,ganesh asawa,ganesh aasawa,0.8046769514595751,0.8897167,0.9512820512820512,0,1,1,0.3333333333333333,0.96,1,0,0,0.1220026
kamlesh tharwani,kamlesh tharvani,1,kamlesh tharwani,kamlesh tharvani,kamlesh tharwani,kamlesh tharvani,0.6949522967399496,0.7421464,0.975,0,1,1,0.3333333333333333,0.94,1,0,0,0.12265992
ram kumar raghuwanshi,ram kumar raghuvanshi,1,ram kumar raghuwanshi,ram kumar raghuvanshi,ram kumar raghuwanshi,ram kumar raghuvanshi,0.6439105865910144,0.9863603,0.9809523809523809,0,1,1,0.5,0.95,1,0,0,0.12057652
aijaz ahmad,ajaz ahmad,1,aijaz ahmad,ajaz ahmad,aijaz ahmad,ajaz ahmad,0.6840958654331738,0.8264872,0.9727272727272728,1,1,1,0.3333333333333333,0.95,0,0,0,0.123714715
harish choudhary,harish choudhury,1,harish choudhary,harish choudhury,harish choudhary,harish choudhury,0.7615917200194197,0.9448432,0.975,1,1,1,0.3333333333333333,0.94,0,0,0,0.121728145
jishan ali,jisan ali,1,jishan ali,jisan ali,jishan ali,jisan ali,0.7081067957986886,0.85237694,0.9766666666666667,0,1,1,0.3333333333333333,0.95,1,0,0,0.12068795
chandersen yadav,chandrasen yadav,1,chandersen yadav,chandrasen yadav,chandersen yadav,chandrasen yadav,0.6051719325478815,0.7407465,0.9216666666666666,1,1,2,0.3333333333333333,0.94,0,0,0,0.123714715
haripada mondal,haripoda mondal,1,haripada mondal,haripoda mondal,haripada mondal,haripoda mondal,0.6426751686913936,0.79732764,0.9447619047619048,1,1,1,0.3333333333333333,0.93,1,0,0,0.11843057
rama krishna,ram krishna,1,rama krishna,ram krishna,rama krishna,ram krishna,0.8564087285720934,0.8103405,0.9805555555555555,1,1,1,0.3333333333333333,0.96,1,0,0,0.12291206
lalan mishra,lallan mishra,1,lalan mishra,lallan mishra,lalan mishra,lallan mishra,0.7523216416521967,0.94021153,0.9820512820512821,1,1,1,0.3333333333333333,0.96,1,0,0,0.121728145
vinay kumar shaw,vinay kumar saha,1,vinay kumar shaw,vinay kumar saha,vinay kumar shaw,vinay kumar saha,0.6018642594829793,0.7714875,0.9616666666666668,0,1,2,0.5,0.94,0,0,0,0.12265992
dhaval patel,dhawal patel,1,dhaval patel,dhawal patel,dhaval patel,dhawal patel,0.5912170304031266,0.89818656,0.961111111111111,0,0,1,0.3333333333333333,0.92,0,0,0,0.118422225
manjunath r d,manjunath dr,1,manjunath r d,manjunath,manjunath r d,manjunath,0.9475013394778342,0.83687115,0.9384615384615385,0,1,4,0.3333333333333333,1.0,0,0,0,0.16067636
rohit jain,roshit jain,1,rohit jain,roshit jain,rohit jain,roshit jain,0.6112721091641311,0.9385863,0.9757575757575758,0,0,1,0.3333333333333333,0.95,0,0,0,0.109570384
ramneik manglik,ramniek manglik,1,ramneik manglik,ramniek manglik,ramneik manglik,ramniek manglik,0.7083287007741565,0.8349894,0.9866666666666667,1,1,2,0.3333333333333333,0.93,0,0,0,0.11882343
y eswara reddy,y eshwar reddy,1,y eswara reddy,y eshwar reddy,y eswara reddy,y eshwar reddy,0.6311393684214832,0.90370226,0.9714285714285714,0,1,2,0.5,0.93,0,0,0,0.11843057
arun mahajan,arunav mahajan,1,arun mahajan,arunav mahajan,arun mahajan,arunav mahajan,0.7797306181004442,0.97199804,0.9214285714285715,0,0,2,0.3333333333333333,0.92,0,0,0,0.11888266
digbijay kumar singh,digvijay kumar singh,1,digbijay kumar singh,digvijay kumar singh,digbijay kumar singh,digvijay kumar singh,0.6488484040954344,0.96525717,0.9766666666666667,0,1,1,0.5,0.95,0,0,0,0.12057652
bhagwan dass,bhagwan das,1,bhagwan dass,bhagwan das,bhagwan dass,bhagwan das,0.815155507576305,0.9535584,0.9833333333333333,1,1,1,0.3333333333333333,0.96,0,0,0,0.120824955
shaikh afzal rubby,shaikh afsal rubby,1,shaikh afzal rubby,shaikh afsal rubby,shaikh afzal rubby,shaikh afsal rubby,0.6906461937525118,0.873868,0.9777777777777777,1,1,1,0.5,0.94,0,0,0,0.12161588
ravi jariwala,ravi jarivala,1,ravi jariwala,ravi jarivala,ravi jariwala,ravi jarivala,0.5803589253020756,0.7850651,0.9692307692307692,0,1,1,0.3333333333333333,0.92,1,0,0,0.11926967
nidhin skariah,nithin skariah,1,nidhin skariah,nithin skariah,nidhin skariah,nithin skariah,0.712673712550593,0.88400036,0.9619047619047619,0,1,1,0.3333333333333333,0.93,0,0,0,0.118846714
ashish aswar,ashish asware,1,ashish aswar,ashish asware,ashish aswar,ashish asware,0.8557833367405037,0.81271654,0.9846153846153847,1,1,1,0.3333333333333333,0.96,0,0,0,0.12291206
amrut basava,amruth basava,1,amrut basava,amruth basava,amrut basava,amruth basava,0.8348282712908509,0.9290326,0.9846153846153847,0,1,1,0.3333333333333333,0.96,1,0,0,0.1220026
mumtaz ahmed,mumtaz ahamed,1,mumtaz ahmed,mumtaz ahamed,mumtaz ahmed,mumtaz ahamed,0.8227484299061409,0.649061,0.9846153846153847,0,1,1,0.3333333333333333,0.96,0,0,0,0.12410717
ram kesav,ram keshav,1,ram kesav,ram keshav,ram kesav,ram keshav,0.5455283618035864,0.9074793,0.98,0,1,1,0.3333333333333333,0.95,0,0,0,0.12165584
babu krishnamoorthy,babu krishnamurthy,1,babu krishnamoorthy,babu krishnamurthy,babu krishnamoorthy,babu krishnamurthy,0.7036010030332182,0.9217383,0.9678362573099415,1,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
partha pratim borah,partha partim bora,1,partha pratim borah,partha partim bora,partha pratim borah,partha partim bora,0.7322293264208501,0.84316945,0.9783625730994151,1,1,3,0.2,0.92,1,0,0,0.1240582
hima bindu n,np hima bindhu,1,hima bindu n,np hima bindhu,hima bindu n,np hima bindhu,0.6543089580797776,0.6981218,0.7492784992784992,0,0,6,0.2,0.92,1,0,0,0.2359618
m balakumar,bala kumar m,1,m balakumar,bala kumar m,m balakumar,bala kumar m,0.6666532386739241,0.7457133,0.8474747474747475,0,0,5,0.25,0.96,0,0,0,0.13943535
prakash kp,prakash k p,1,prakash kp,prakash k p,prakash kp,prakash k p,0.6724464197385429,0.94401807,0.9818181818181818,0,1,1,0.25,0.95,0,0,0,0.12057652
ajay narain mathur,ajay narayan mathur,1,ajay narain mathur,ajay narayan mathur,ajay narain mathur,ajay narayan mathur,0.7772522514292647,0.75711554,0.9443068455452356,0,1,2,0.5,0.92,0,0,0,0.11973293
ayush agarwal,ayush agrawal,1,ayush agarwal,ayush agrawal,ayush agarwal,ayush agrawal,0.6696220591273995,0.82580537,0.9846153846153847,1,1,2,0.3333333333333333,0.92,0,0,0,0.11926967
avinash koul,avinash kaul,1,avinash koul,avinash kaul,avinash koul,avinash kaul,0.589279327553736,0.9145218,0.9666666666666666,1,1,1,0.3333333333333333,0.92,0,0,0,0.11926967
gera amarnath,g amaranath,1,gera amarnath,g amaranath,gera amarnath,g amaranath,0.4305981078224103,0.631157,0.9265734265734267,0,0,4,0.0,0.83,0,0,0,0.3152932
safeer kapdi,safer kapdi,1,safeer kapdi,safer kapdi,safeer kapdi,safer kapdi,0.8207989347327818,0.8772618,0.9833333333333333,1,1,1,0.3333333333333333,0.96,1,0,0,0.120824955
mohammed shahid,mohammad shahid,1,mohammed shahid,mohammad shahid,mohammed shahid,mohammad shahid,0.767917146380006,0.95073295,0.9447619047619048,1,1,1,0.3333333333333333,0.93,0,0,0,0.11889102
shrikant yadav,srikant yadav,1,shrikant yadav,srikant yadav,shrikant yadav,srikant yadav,0.7932268197116731,0.9131986,0.9785714285714286,0,1,1,0.3333333333333333,0.96,0,0,0,0.1220026
