name1,name2,is_match,name1_clean,name2_clean,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,soundex_match,Levenshtein,jaccard,token_set_ratio,similar_gender,is_abbreviation,predicted_match,match_probability
g rajitha,rajitha gujjari,1,g rajitha,rajitha gujjari,g rajitha,rajitha gujjari,0.5384448905598038,0.7715062,0.6407407407407407,0,0,10,0.3333333333333333,0.88,1,1,1,0.8939444
boda mahalaxmi nayak,n mahalaxmi,1,boda mahalaxmi nayak,n mahalaxmi,boda mahalaxmi nayak,n mahalaxmi,0.6900270144470937,0.68800974,0.7030303030303031,0,0,10,0.25,0.9,1,1,1,0.89895767
lakshmi priya d,p lakshmi,1,lakshmi priya d,p lakshmi,lakshmi priya d,p lakshmi,0.7665273459725424,0.8030355,0.6407407407407407,0,0,10,0.25,0.88,1,1,1,0.89895767
subimal bhattacharjee,s bhattacharjee,1,subimal bhattacharjee,s bhattacharjee,subimal bhattacharjee,s bhattacharjee,0.7573798640489872,0.8293649,0.8342857142857144,0,0,6,0.3333333333333333,0.93,0,1,1,0.89895767
dhodle supriya,supriya dodle,1,dhodle supriya,supriya dodle,dhodle supriya,supriya dodle,0.7289693130123079,0.6302268,0.26556776556776557,0,0,13,0.3333333333333333,0.96,1,0,1,0.88654673
gummadi shirisha,sirisha gumadi,1,gummadi shirisha,sirisha gumadi,gummadi shirisha,sirisha gumadi,0.6099826590695361,0.62657005,0.6130952380952381,0,0,14,0.0,0.93,1,0,1,0.8649133
duppala pushpalatha,d pushpalatha,1,duppala pushpalatha,d pushpalatha,duppala pushpalatha,d pushpalatha,0.7673735036425505,0.83931756,0.7898785425101215,0,0,6,0.3333333333333333,0.92,1,1,1,0.89895767
sakeena hussain,s hussain,1,sakeena hussain,s hussain,sakeena hussain,s hussain,0.6916047141039973,0.7303317,0.7466666666666668,0,0,6,0.3333333333333333,0.88,0,1,1,0.89895767
kallem sowmya reddy,k sowmya reddy,1,kallem sowmya reddy,k sowmya reddy,kallem sowmya reddy,k sowmya reddy,0.7481980474663793,0.88214076,0.8139097744360902,0,0,5,0.5,0.92,1,1,1,0.89895767
t sri harsha,sri harsha talluri,1,t sri harsha,sri harsha talluri,t sri harsha,sri harsha talluri,0.6475691065697811,0.8318248,0.6910774410774411,0,0,10,0.5,0.91,1,1,1,0.89895767
abhishek p,abhishek patel,1,abhishek p,abhishek patel,abhishek p,abhishek patel,0.7848717616597534,0.6128681,0.9428571428571428,0,1,4,0.3333333333333333,0.89,0,1,1,0.89880055
ajit kumar azad,azad,1,ajit kumar azad,azad,ajit kumar azad,azad,0.7370248224571188,0.65673655,0.5444444444444444,0,0,11,0.3333333333333333,1.0,0,0,1,0.8850593
r vishnu vardhan,vishnu vardhan reddy,1,r vishnu vardhan,vishnu vardhan reddy,r vishnu vardhan,vishnu vardhan reddy,0.8581736032568164,0.851932,0.7666666666666666,0,0,8,0.5,0.93,0,1,1,0.89895767
sandhya gandla,g sandhya,1,sandhya gandla,g sandhya,sandhya gandla,g sandhya,0.66016516356987,0.7832656,0.6534391534391534,0,0,9,0.3333333333333333,0.88,1,1,1,0.89895767
bandaru jyothsna,jyothsna b,1,bandaru jyothsna,jyothsna b,bandaru jyothsna,jyothsna b,0.8042609461680429,0.77232146,0.3847222222222222,0,0,10,0.3333333333333333,0.89,1,1,1,0.89895767
sunil kumar erra,sunil e,1,sunil kumar erra,sunil e,sunil kumar erra,sunil e,0.5375914341294058,0.6425029,0.8875,0,0,9,0.25,0.83,0,1,1,0.8939444
shivaraj reddy kandala,k shivaraj reddy,1,shivaraj reddy kandala,k shivaraj reddy,shivaraj reddy kandala,k shivaraj reddy,0.8005571879147183,0.8398668,0.717550505050505,0,0,10,0.5,0.93,0,1,1,0.89895767
rayila kalyan kumar,kalyan kumar r,1,rayila kalyan kumar,kalyan kumar r,rayila kalyan kumar,kalyan kumar r,0.682836557323812,0.8302965,0.7170811644495855,0,0,9,0.5,0.92,0,1,1,0.89895767
a muthu lakshmi,m lakshmi,1,a muthu lakshmi,m lakshmi,a muthu lakshmi,m lakshmi,0.7204269832718927,0.79335403,0.7555555555555555,0,0,6,0.25,0.88,1,1,1,0.89895767
kuruva raghunath,k raghunath,1,kuruva raghunath,k raghunath,kuruva raghunath,k raghunath,0.6957902778423807,0.84980386,0.8244318181818183,0,0,5,0.3333333333333333,0.9,0,1,1,0.89895767
gutam lavanya,g lavanya,1,gutam lavanya,g lavanya,gutam lavanya,g lavanya,0.7048103707681042,0.7707499,0.7743589743589744,0,0,4,0.3333333333333333,0.88,1,1,1,0.89895767
bharat narsing rao ghogre,g narsing rao,1,bharat narsing rao ghogre,g narsing rao,bharat narsing rao ghogre,g narsing rao,0.6333009304233641,0.7259853,0.6621367521367522,0,0,13,0.4,0.92,0,1,1,0.89895767
karthik s,karthik sunki,1,karthik s,karthik sunki,karthik s,karthik sunki,0.6672005208735211,0.6879443,0.9384615384615385,0,1,4,0.3333333333333333,0.88,0,1,1,0.89880055
mohammad mahaboob,mohammed mahboob ali,1,mohammad mahaboob,mohammed mahboob ali,mohammad mahaboob,mohammed mahboob ali,0.5545696242589314,0.7083781,0.8982352941176471,0,1,6,0.0,0.81,0,0,1,0.8581416
mohammed farhan,farhan mohammad,1,mohammed farhan,farhan mohammad,mohammed farhan,farhan mohammad,0.7953838568003391,0.9285238,0.5222222222222223,0,0,12,0.3333333333333333,0.93,0,0,1,0.7413408
kukkala vikram,k vikram,1,kukkala vikram,k vikram,kukkala vikram,k vikram,0.5777852301090453,0.8564645,0.7589285714285714,0,0,6,0.3333333333333333,0.86,0,1,1,0.89895767
raghuveer machiraju,m raghuveer,1,raghuveer machiraju,m raghuveer,raghuveer machiraju,m raghuveer,0.7250049295249484,0.77713937,0.6784688995215311,0,0,12,0.3333333333333333,0.9,0,1,1,0.89895767
sanjay mithare,m sanjay,1,sanjay mithare,m sanjay,sanjay mithare,m sanjay,0.6162280611827134,0.80472064,0.6488095238095238,0,0,10,0.3333333333333333,0.86,0,1,1,0.89895767
vidap sunil manohar,m sunil vidap,1,vidap sunil manohar,m sunil vidap,vidap sunil manohar,m sunil vidap,0.8145785769368847,0.86491716,0.684885290148448,0,0,11,0.5,0.92,0,1,1,0.89895767
mothukuri tharangini,tharangini m,1,mothukuri tharangini,tharangini m,mothukuri tharangini,tharangini m,0.6533158442043656,0.72337013,0.6055555555555555,0,0,12,0.3333333333333333,0.91,1,1,1,0.89895767
jeripeti neeraja,j neeraja,1,jeripeti neeraja,j neeraja,jeripeti neeraja,j neeraja,0.5462998852615084,0.7630938,0.8020833333333333,0,0,7,0.3333333333333333,0.88,1,1,1,0.8944135
singapaka rajender,s rajender,1,singapaka rajender,s rajender,singapaka rajender,s rajender,0.5977257902629737,0.6832417,0.7766666666666667,0,0,8,0.3333333333333333,0.89,0,1,1,0.89895767
divya s,sri divya,1,divya s,sri divya,divya s,sri divya,0.830055012678283,0.7018319,0.5026455026455027,0,0,6,0.3333333333333333,0.88,1,1,1,0.89895767
himabindu talluri,t himabindu,1,himabindu talluri,t himabindu,himabindu talluri,t himabindu,0.7363768063466485,0.79309416,0.7825311942959002,0,0,10,0.3333333333333333,0.9,0,1,1,0.89895767
vignesh n,vignesh naidu y,1,vignesh n,vignesh naidu y,vignesh n,vignesh naidu y,0.7239269343428893,0.7604472,0.92,0,1,6,0.25,0.88,0,1,1,0.89880055
gajji avinash,g avinash,1,gajji avinash,g avinash,gajji avinash,g avinash,0.6072908144378978,0.6977924,0.8076923076923077,0,0,4,0.3333333333333333,0.88,0,1,1,0.89895767
vadlamudy vinay,vinay vadlamudi,1,vadlamudy vinay,vinay vadlamudi,vadlamudy vinay,vinay vadlamudi,0.8121046042524812,0.9019281,0.8046153846153846,0,0,12,0.3333333333333333,0.93,0,0,1,0.640549
karanam pranoty,pranoty,1,karanam pranoty,pranoty,karanam pranoty,pranoty,0.8190425322938051,0.65130925,0.4317460317460317,0,0,8,0.5,1.0,0,0,1,0.8655645
pamidi sainath,p sainath,1,pamidi sainath,p sainath,pamidi sainath,p sainath,0.6033694100749707,0.7474257,0.7928571428571428,0,0,5,0.3333333333333333,0.88,0,1,1,0.89895767
devarashetty sravya,shravya deverashetty,1,devarashetty sravya,shravya deverashetty,devarashetty sravya,shravya deverashetty,0.6470285589337459,0.61748654,0.8009746588693957,0,0,16,0.0,0.92,1,0,1,0.8649133
bhukya rajashekar,b rajashekar,1,bhukya rajashekar,b rajashekar,bhukya rajashekar,b rajashekar,0.6611619691812718,0.897246,0.8117647058823529,0,0,5,0.3333333333333333,0.91,0,1,1,0.89895767
sushrutha reddy kottam,k sushrutha reddy,1,sushrutha reddy kottam,k sushrutha reddy,sushrutha reddy kottam,k sushrutha reddy,0.7830091501421397,0.8857345,0.7436497326203209,0,0,9,0.5,0.94,1,1,1,0.89895767
bhukya rambabu,rambabu b,1,bhukya rambabu,rambabu b,bhukya rambabu,rambabu b,0.6619680730208463,0.81045234,0.6640211640211641,0,0,9,0.3333333333333333,0.88,0,1,1,0.89895767
boragala laxman,laxman b,1,boragala laxman,laxman b,boragala laxman,laxman b,0.6350467250435345,0.7408575,0.5055555555555555,0,0,11,0.3333333333333333,0.86,0,1,1,0.89895767
aruna vadde,v aruna,1,aruna vadde,v aruna,aruna vadde,v aruna,0.5656162772189353,0.8025212,0.6341991341991342,0,0,8,0.3333333333333333,0.83,1,1,1,0.89895767
botla hemanth,hemanth b,1,botla hemanth,hemanth b,botla hemanth,hemanth b,0.6259664051197872,0.54483473,0.41737891737891736,0,0,8,0.3333333333333333,0.88,0,1,1,0.89895767
kode deepti,k deepti,1,kode deepti,k deepti,kode deepti,k deepti,0.7133281479455869,0.83018124,0.8806818181818183,0,0,3,0.3333333333333333,0.86,1,1,1,0.89880055
dommeti sreedhar,d sreedhar,1,dommeti sreedhar,d sreedhar,dommeti sreedhar,d sreedhar,0.5825005451920091,0.65481603,0.8274999999999999,0,0,6,0.3333333333333333,0.89,0,1,1,0.89895767
gai mounika,mounika g,1,gai mounika,mounika g,gai mounika,mounika g,0.8263871865101107,0.8400668,0.7053872053872053,0,0,6,0.3333333333333333,0.9,1,1,1,0.89895767
seela amarnath,s amarnath,1,seela amarnath,s amarnath,seela amarnath,s amarnath,0.7513465218284875,0.64749503,0.8242857142857144,0,0,4,0.3333333333333333,0.89,0,1,1,0.89895767
deeti jyothi,d jyothi,1,deeti jyothi,d jyothi,deeti jyothi,d jyothi,0.7294807254783544,0.7901506,0.7875,0,0,4,0.3333333333333333,0.86,1,1,1,0.89895767
lasya guduru,g lasya,1,lasya guduru,g lasya,lasya guduru,g lasya,0.6697925743716442,0.76621807,0.6190476190476191,0,0,9,0.3333333333333333,0.83,1,1,1,0.89895767
kavati swapna,swapna k,1,kavati swapna,swapna k,kavati swapna,swapna k,0.7368556681228157,0.82447624,0.5352564102564102,0,0,9,0.3333333333333333,0.86,1,1,1,0.89895767
alluri kavitha,a kavitha,1,alluri kavitha,a kavitha,alluri kavitha,a kavitha,0.6438517803406869,0.6665854,0.8261904761904761,0,0,5,0.3333333333333333,0.88,1,1,1,0.89895767
kasam soujanya,k soujanya,1,kasam soujanya,k soujanya,kasam soujanya,k soujanya,0.819291460794593,0.8197752,0.7942857142857143,0,0,4,0.3333333333333333,0.89,1,1,1,0.89895767
m anoosha,anoosha manda,1,m anoosha,anoosha manda,m anoosha,anoosha manda,0.8563672908642337,0.7820513,0.772079772079772,0,0,8,0.3333333333333333,0.88,1,1,1,0.89895767
goturi jaya prakash reddy,r jaya prakash,1,goturi jaya prakash reddy,r jaya prakash,goturi jaya prakash reddy,r jaya prakash,0.5841439098467817,0.7937203,0.8533333333333334,0,0,11,0.4,0.92,1,1,1,0.8988725
surneni chethana,chethana s,1,surneni chethana,chethana s,surneni chethana,chethana s,0.6191280341271441,0.7117877,0.4708333333333334,0,0,10,0.3333333333333333,0.89,1,1,1,0.89895767
murki soumya,m soumya,1,murki soumya,m soumya,murki soumya,m soumya,0.667308008657338,0.71134233,0.825,0,0,4,0.3333333333333333,0.86,1,1,1,0.89895767
maitra tanushree,tanushree mitra,1,maitra tanushree,tanushree mitra,maitra tanushree,tanushree mitra,0.8283831324971724,0.7241819,0.7392094017094016,0,0,13,0.3333333333333333,0.97,1,0,1,0.88654673
majumdar binay kumar,b majumdar,1,majumdar binay kumar,b majumdar,majumdar binay kumar,b majumdar,0.7579100595380571,0.59112066,0.6666666666666666,0,0,14,0.25,0.89,0,1,1,0.89895767
sharma deepom,deepom sarma,1,sharma deepom,deepom sarma,sharma deepom,deepom sarma,0.8825324352028769,0.63500845,0.46367521367521364,0,0,12,0.3333333333333333,0.96,1,0,1,0.88654673
doley pradip kumar,p doley,1,doley pradip kumar,p doley,doley pradip kumar,p doley,0.7230552838426496,0.6958597,0.6534391534391534,0,0,15,0.25,0.83,0,1,1,0.89895767
waris md mustafa,m waris,1,waris md mustafa,m waris,waris md mustafa,m waris,0.5326866904654801,0.5845866,0.6696428571428571,0,0,13,0.25,0.83,0,1,1,0.8882603
hazarika ajit kumar,a hazarika,1,hazarika ajit kumar,a hazarika,hazarika ajit kumar,a hazarika,0.7979482424335116,0.5298358,0.7087719298245614,0,0,13,0.25,0.89,1,1,1,0.89895767
dutta arup,a dutta,1,dutta arup,a dutta,dutta arup,a dutta,0.7164595342008552,0.78590524,0.7571428571428571,0,0,7,0.3333333333333333,0.83,1,1,1,0.89895767
sultana jasmine,jasmin sultana,1,sultana jasmine,jasmin sultana,sultana jasmine,jasmin sultana,0.8889609046457702,0.73693836,0.5765873015873016,0,0,12,0.3333333333333333,0.97,1,0,1,0.88654673
boruah manashi,manash baruah,1,boruah manashi,manash baruah,boruah manashi,manash baruah,0.6126058564651102,0.54071575,0.5744810744810745,0,0,10,0.0,0.89,0,0,1,0.83672446
patwari dabboo,d patwari,1,patwari dabboo,d patwari,patwari dabboo,d patwari,0.6171338785559413,0.7893748,0.6534391534391534,0,0,9,0.3333333333333333,0.88,1,1,1,0.89895767
dolly talukdar,d talukdar,1,dolly talukdar,d talukdar,dolly talukdar,d talukdar,0.7659644062417793,0.6749928,0.8542857142857143,0,0,4,0.3333333333333333,0.89,0,1,1,0.8988725
sharma dhrubajyoti,dhrubojyoti sarma,1,sharma dhrubajyoti,dhrubojyoti sarma,sharma dhrubajyoti,dhrubojyoti sarma,0.6030705823301914,0.725476,0.7004357298474946,0,0,14,0.0,0.91,1,0,1,0.83958846
gupta hari kumar,h gupta,1,gupta hari kumar,h gupta,gupta hari kumar,h gupta,0.6719635863435643,0.7641438,0.6696428571428571,0,0,13,0.25,0.83,1,1,1,0.89895767
ali hussain,a hussain,1,ali hussain,a hussain,ali hussain,a hussain,0.8672534575685367,0.84488964,0.9454545454545455,0,0,2,0.3333333333333333,0.9,0,1,1,0.89880055
hussain md aga,a hussain,1,hussain md aga,a hussain,hussain md aga,a hussain,0.7708581988453189,0.6490177,0.7328042328042329,0,0,9,0.25,0.88,0,1,1,0.89895767
kalita bitupan,bitupon kalita,1,kalita bitupan,bitupon kalita,kalita bitupan,bitupon kalita,0.7256498741312065,0.9475951,0.6190476190476191,0,0,13,0.3333333333333333,0.93,1,0,1,0.7413408
sharma bani kumar,b sharma,1,sharma bani kumar,b sharma,sharma bani kumar,b sharma,0.6121267348216196,0.8120531,0.6568627450980392,0,0,13,0.25,0.86,1,1,1,0.89895767
singh binay kumar,b singh,1,singh binay kumar,b singh,singh binay kumar,b singh,0.5400421380205489,0.80160487,0.6610644257703081,0,0,14,0.25,0.83,0,1,1,0.89229923
tamuli chinmoy,c tamuli,1,tamuli chinmoy,c tamuli,tamuli chinmoy,c tamuli,0.6451381252480252,0.71396834,0.6488095238095238,0,0,10,0.3333333333333333,0.86,1,1,1,0.89895767
pathak gunjan,g pathak,1,pathak gunjan,g pathak,pathak gunjan,g pathak,0.6062212889561134,0.66827506,0.6616300366300366,0,0,9,0.3333333333333333,0.86,0,1,1,0.89895767
islam md nurul,n islam,1,islam md nurul,n islam,islam md nurul,n islam,0.6104646727878479,0.63010955,0.5952380952380952,0,0,11,0.25,0.83,0,1,1,0.89895767
md ali ashraf,a ashraf,1,md ali ashraf,a ashraf,md ali ashraf,a ashraf,0.7712295359792635,0.6402128,0.8301282051282052,0,0,5,0.25,0.86,0,1,1,0.89895767
pathak kumud,k pathak,1,pathak kumud,k pathak,pathak kumud,k pathak,0.6168829306583654,0.77339774,0.7638888888888888,0,0,8,0.3333333333333333,0.86,0,1,1,0.89895767
mallik saikat,saikat malik,1,mallik saikat,saikat malik,mallik saikat,saikat malik,0.8204433730476663,0.63355106,0.6773504273504273,0,0,9,0.3333333333333333,0.96,0,0,1,0.88654673
bhuyan sorbeswar,sarbeswar bhuiyan,1,bhuyan sorbeswar,sarbeswar bhuiyan,bhuyan sorbeswar,sarbeswar bhuiyan,0.5857828835222704,0.683293,0.6266711229946523,0,0,15,0.0,0.91,0,0,1,0.83828473
islam waliul,w islam,1,islam waliul,w islam,islam waliul,w islam,0.5657027315015096,0.82916653,0.6190476190476191,0,0,9,0.3333333333333333,0.83,0,1,1,0.89895767
chakrabarty anil kumar,a chakrabarty,1,chakrabarty anil kumar,a chakrabarty,chakrabarty anil kumar,a chakrabarty,0.8402451144166991,0.642897,0.7097902097902097,0,0,13,0.25,0.92,0,1,1,0.89895767
debnath arun,a debnath,1,debnath arun,a debnath,debnath arun,a debnath,0.839727896406709,0.6025692,0.6851851851851851,0,0,7,0.3333333333333333,0.88,0,1,1,0.89895767
ahmed mustafa,mustafa ahmad,1,ahmed mustafa,mustafa ahmad,ahmed mustafa,mustafa ahmad,0.8211282493904207,0.9016277,0.5299145299145299,0,0,12,0.3333333333333333,0.92,1,0,1,0.7301133
barua ajoy,a barua,1,barua ajoy,a barua,barua ajoy,a barua,0.713352763084842,0.7062352,0.7571428571428571,0,0,7,0.3333333333333333,0.83,1,1,1,0.89895767
bharadwaj sanjeeb,s bharadwaj,1,bharadwaj sanjeeb,s bharadwaj,bharadwaj sanjeeb,s bharadwaj,0.7301838555865385,0.7531241,0.7825311942959002,0,0,10,0.3333333333333333,0.9,0,1,1,0.89895767
bharali pulin,p bharali,1,bharali pulin,p bharali,bharali pulin,p bharali,0.643799990441845,0.7698505,0.772079772079772,0,0,8,0.3333333333333333,0.88,1,1,1,0.89895767
bharali miss papari,p bharali,1,bharali papari,p bharali,bharali papari,p bharali,0.6451596787502286,0.7967944,0.6534391534391534,0,0,9,0.3333333333333333,0.88,1,1,1,0.89895767
bhattacharjee dilip kumar,d bhattacharjee,1,bhattacharjee dilip kumar,d bhattacharjee,bhattacharjee dilip kumar,d bhattacharjee,0.7727466570481358,0.8122158,0.7955555555555556,0,0,14,0.25,0.93,0,1,1,0.89895767
choudhury miss anju,a choudhury,1,choudhury anju,a choudhury,choudhury anju,a choudhury,0.827263312368508,0.80209947,0.8203463203463204,0,0,7,0.3333333333333333,0.9,0,1,1,0.89895767
dutta amit kumar,a dutta,1,dutta amit kumar,a dutta,dutta amit kumar,a dutta,0.6890624345284365,0.6615068,0.6696428571428571,0,0,12,0.25,0.83,1,1,1,0.89895767
choudhury doli,d choudhury,1,choudhury doli,d choudhury,choudhury doli,d choudhury,0.7495288760195077,0.77272916,0.7077922077922079,0,0,7,0.3333333333333333,0.9,0,1,1,0.89895767
borah kamal kumar,k borah,1,borah kamal kumar,k borah,borah kamal kumar,k borah,0.7152716603714152,0.6613544,0.6610644257703081,0,0,14,0.25,0.83,0,1,1,0.89895767
baruah ajit kumar,a baruah,1,baruah ajit kumar,a baruah,baruah ajit kumar,a baruah,0.7639791186877185,0.5474006,0.6568627450980392,0,0,13,0.25,0.86,0,1,1,0.89895767
sarmah amal kumar,a sarmah,1,sarmah amal kumar,a sarmah,sarmah amal kumar,a sarmah,0.7364149545303781,0.5906683,0.6568627450980392,0,0,12,0.25,0.86,0,1,1,0.89895767
deori miss jyoti,j deori,1,deori jyoti,j deori,deori jyoti,j deori,0.704053410839218,0.86250013,0.6341991341991342,0,0,8,0.3333333333333333,0.83,1,1,1,0.89895767
lahon dhrubajyoti,dhrubajyoti lahan,1,lahon dhrubajyoti,dhrubajyoti lahan,lahon dhrubajyoti,dhrubajyoti lahan,0.8287202137401865,0.9019836,0.7394957983193278,0,0,12,0.3333333333333333,0.94,1,0,1,0.88654673
bordoloi jon,j n bordoloi,1,bordoloi jon,j n bordoloi,bordoloi jon,j n bordoloi,0.8948913142997956,0.82004416,0.6851851851851851,0,0,8,0.25,0.92,1,0,1,0.6716249
kotoky anup jyoti,j kotoky,1,kotoky anup jyoti,j kotoky,kotoky anup jyoti,j kotoky,0.7280094813917202,0.75205576,0.6193977591036414,0,0,13,0.25,0.86,0,1,1,0.89895767
khaitan divya,d khaitan,1,khaitan divya,d khaitan,khaitan divya,d khaitan,0.7371062195873901,0.82086027,0.772079772079772,0,0,8,0.3333333333333333,0.88,0,1,1,0.89895767
changkakaty miss seuji,m changkakaty,1,changkakaty seuji,m changkakaty,changkakaty seuji,m changkakaty,0.7684827975284869,0.7615217,0.8310708898944194,0,0,8,0.3333333333333333,0.92,0,0,1,0.56280404
warish md abdul,m warish,1,warish md abdul,m warish,warish md abdul,m warish,0.5886998163280845,0.35032624,0.6376984126984128,0,0,11,0.25,0.86,0,1,1,0.86786854
bharali naba kumar,n bharali,1,bharali naba kumar,n bharali,bharali naba kumar,n bharali,0.658844978624572,0.73498964,0.6851851851851851,0,0,13,0.25,0.88,1,1,1,0.89895767
sharma priyam,priyam sarma,1,sharma priyam,priyam sarma,sharma priyam,priyam sarma,0.8248149066722614,0.6948785,0.6356837606837606,0,0,11,0.3333333333333333,0.96,1,0,1,0.88654673
sharma juri miss,j sharma,1,sharma juri,j sharma,sharma juri,j sharma,0.574847226255766,0.83619225,0.7651515151515151,0,0,7,0.3333333333333333,0.86,1,1,1,0.89895767
saikia juri,j saikia,1,saikia juri,j saikia,saikia juri,j saikia,0.7408931168562759,0.7915628,0.7651515151515151,0,0,7,0.3333333333333333,0.86,1,1,1,0.89895767
mahanta saurav,s mahanta,1,mahanta saurav,s mahanta,mahanta saurav,s mahanta,0.684803468564719,0.8491118,0.6534391534391534,0,0,9,0.3333333333333333,0.88,1,1,1,0.89895767
saikia monaj kumar,m saikia,1,saikia monaj kumar,m saikia,saikia monaj kumar,m saikia,0.6756466869225275,0.7025298,0.6898148148148149,0,0,14,0.25,0.86,1,1,1,0.89895767
mahanta pranjali,pranjal mahanta,1,mahanta pranjali,pranjal mahanta,mahanta pranjali,pranjal mahanta,0.8761546782678812,0.76078606,0.5944444444444444,0,0,11,0.3333333333333333,0.97,1,0,1,0.88654673
islam rahul,r islam,1,islam rahul,r islam,islam rahul,r islam,0.757273348252597,0.6856783,0.6341991341991342,0,0,8,0.3333333333333333,0.83,0,1,1,0.89895767
brahma ramal kumar,r brahma,1,brahma ramal kumar,r brahma,brahma ramal kumar,r brahma,0.7507238279421102,0.6178994,0.6481481481481481,0,0,13,0.25,0.86,1,1,1,0.89895767
islam saiful,s islam,1,islam saiful,s islam,islam saiful,s islam,0.6101528207423913,0.7090007,0.7182539682539684,0,0,9,0.3333333333333333,0.83,0,1,1,0.89895767
singh k upendra,u k singh,1,singh k upendra,u k singh,singh k upendra,u k singh,0.523605908131622,0.71370494,0.6407407407407407,0,0,11,0.5,0.88,0,1,1,0.8939444
datta sohini,sohini dutta,1,datta sohini,sohini dutta,datta sohini,sohini dutta,0.7279511466605811,0.6899493,0.27777777777777773,0,0,12,0.3333333333333333,0.92,1,0,1,0.7301133
ahmed jabed,j ahmed,1,ahmed jabed,j ahmed,ahmed jabed,j ahmed,0.6260755246425976,0.81874126,0.6341991341991342,0,0,8,0.3333333333333333,0.83,0,1,1,0.89895767
das gupta arun kumar,a das gupta,1,das gupta arun kumar,a das gupta,das gupta arun kumar,a das gupta,0.7296969746772961,0.8276504,0.6984848484848486,0,0,13,0.4,0.9,1,1,1,0.89895767
malakar pradip,p malakar,1,malakar pradip,p malakar,malakar pradip,p malakar,0.6938131645699582,0.80692476,0.6534391534391534,0,0,9,0.3333333333333333,0.88,0,1,1,0.89895767
islam maidul,m islam,1,islam maidul,m islam,islam maidul,m islam,0.6511844797694347,0.688418,0.7182539682539684,0,0,9,0.3333333333333333,0.83,0,1,1,0.89895767
abbas ahmed,a ahmed,1,abbas ahmed,a ahmed,abbas ahmed,a ahmed,0.6199092307925935,0.78278625,0.848051948051948,0,0,4,0.3333333333333333,0.83,0,1,1,0.8989275
mukherjee dulal,d mukherjee,1,mukherjee dulal,d mukherjee,mukherjee dulal,d mukherjee,0.7732037289551974,0.7856232,0.806060606060606,0,0,8,0.3333333333333333,0.9,0,1,1,0.89895767
sarma devojit,debojit sarma,1,sarma devojit,debojit sarma,sarma devojit,debojit sarma,0.6682560018384399,0.6937525,0.2692307692307692,0,0,13,0.3333333333333333,0.92,1,0,1,0.56464946
barman naba kumar,n barman,1,barman naba kumar,n barman,barman naba kumar,n barman,0.6660141420193211,0.6504113,0.698529411764706,0,0,11,0.25,0.86,0,1,1,0.89895767
langthasa aditya,a langthasa,1,langthasa aditya,a langthasa,langthasa aditya,a langthasa,0.8046389983783101,0.7304783,0.7113636363636364,0,0,9,0.3333333333333333,0.9,1,1,1,0.89895767
saharia dhiren,d saharia,1,saharia dhiren,d saharia,saharia dhiren,d saharia,0.6668898837231404,0.7434002,0.6534391534391534,0,0,9,0.3333333333333333,0.88,1,1,1,0.89895767
dutta niku kumar,n dutta,1,dutta niku kumar,n dutta,dutta niku kumar,n dutta,0.6144979381421677,0.6682137,0.6696428571428571,0,0,13,0.25,0.83,1,1,1,0.89895767
ganguly anirban,anirban ganguli,1,ganguly anirban,anirban ganguli,ganguly anirban,anirban ganguli,0.8107563507509733,0.8029076,0.6222222222222222,0,0,12,0.3333333333333333,0.93,0,0,1,0.7413408
sutradhar monali,m sutradhar,1,sutradhar monali,m sutradhar,sutradhar monali,m sutradhar,0.7831105961036606,0.81521463,0.7935606060606061,0,0,9,0.3333333333333333,0.9,0,1,1,0.89895767
chakraborty prabi kumar,p chakraborty,1,chakraborty prabi kumar,p chakraborty,chakraborty prabi kumar,p chakraborty,0.791289814194072,0.66985655,0.6482720178372352,0,0,14,0.25,0.92,0,1,1,0.89895767
sarma miss usha,u sarma,1,sarma usha,u sarma,sarma usha,u sarma,0.6830468842239364,0.82058626,0.6523809523809524,0,0,7,0.3333333333333333,0.83,1,1,1,0.89895767
ghosh subhadeep,shubhadeep ghosh,1,ghosh subhadeep,shubhadeep ghosh,ghosh subhadeep,shubhadeep ghosh,0.8310409297683119,0.7427645,0.6833333333333332,0,0,11,0.3333333333333333,0.97,0,0,1,0.88654673
kalita dilip kumar,d kalita,1,kalita dilip kumar,d kalita,kalita dilip kumar,d kalita,0.6526209430735401,0.5787519,0.6481481481481481,0,0,14,0.25,0.86,1,1,1,0.89895767
goswami amal deb,a d goswami,1,goswami amal deb,a d goswami,goswami amal deb,a d goswami,0.7363402599286853,0.60266,0.6454124579124579,0,0,13,0.2,0.81,1,1,1,0.89775467
sarma abhigyan,abhigyan sharma,1,sarma abhigyan,abhigyan sharma,sarma abhigyan,abhigyan sharma,0.9026922243296535,0.6366384,0.7184704184704184,0,0,13,0.3333333333333333,0.97,1,0,1,0.88654673
begum farjana,farzana begum,1,begum farjana,farzana begum,begum farjana,farzana begum,0.651742082109634,0.7539886,0.37606837606837606,0,0,13,0.3333333333333333,0.92,1,0,1,0.56464946
biswas miss tandra,tandra biswash,1,biswas tandra,tandra biswash,biswas tandra,tandra biswash,0.8768458037557272,0.79825425,0.513919413919414,0,0,13,0.3333333333333333,0.96,1,0,1,0.88654673
