name1,name2,is_match,name1_clean,name2_clean,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,soundex_match,Levenshtein,jaccard,token_set_ratio,similar_gender,is_abbreviation,predicted_match,match_probability
devender singh,devender dr,0,devender singh,devender,devender singh,devender,0.8632657707611046,0.6098958,0.9142857142857143,0,1,6,0.5,1.0,0,0,1,0.62057614
pksharma,p k sharma,1,p k sharma,p k sharma,p k sharma,p k sharma,1.0,1.0,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
seshadri ln,p sheshadri,0,seshadri ln,p sheshadri,seshadri ln,p sheshadri,0.545142843577413,0.5753182,0.7765151515151515,0,0,6,0.0,0.82,1,0,1,0.8501488
rahman altabur,altabur rahaman,1,rahman altabur,altabur rahaman,rahman altabur,altabur rahaman,0.8339468527489239,0.63478875,0.5603174603174603,0,0,12,0.3333333333333333,0.97,0,0,1,0.88654673
g aurobinda mohapatra,a mohapatra,0,g aurobinda mohapatra,a mohapatra,g aurobinda mohapatra,a mohapatra,0.64940879590888,0.6340273,0.5613275613275613,0,0,10,0.25,0.9,1,1,1,0.89895767
saba shaheen,sabha saheen,1,saba shaheen,sabha saheen,saba shaheen,sabha saheen,0.5570842032257579,0.48675248,0.9611111111111111,0,1,2,0.0,0.92,1,0,1,0.8873722
m muthuraman,muthu raman,0,m muthuraman,muthu raman,m muthuraman,muthu raman,0.7267992260271838,0.60744923,0.9204545454545455,0,0,3,0.0,0.87,0,0,1,0.881361
n c obul reddy,n c obul,1,n c obul reddy,n c obul,n c obul reddy,n c obul,0.8262393410229044,0.6375463,0.9142857142857143,0,1,6,0.75,1.0,0,1,1,0.89880055
ananthasamy,anantha samy,1,anantha samy,anantha samy,anantha samy,anantha samy,1.0,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
vaidya hiren premshand surgeon doctor in surat,hiren vaidya,0,vaidya hiren premshand in surat,hiren vaidya,vaidya hiren premshand in surat,hiren vaidya,0.656955001744839,0.7670254,0.656810035842294,0,0,22,0.4,1.0,1,1,1,0.89895767
drkotaiah voguri,oguri kotaiah,0,drkotaiah voguri,oguri kotaiah,drkotaiah voguri,oguri kotaiah,0.6545365686387761,0.45044047,0.6930361305361306,0,0,12,0.0,0.9,1,0,1,0.83672446
ingilela sireesh,sireesh i,0,ingilela sireesh,sireesh i,ingilela sireesh,sireesh i,0.5844832898158984,0.38187015,0.5560185185185186,0,0,11,0.3333333333333333,0.88,0,1,1,0.86786854
kingsly iyyankutty,kingsley ayyankutty,0,kingsly iyyankutty,kingsley ayyankutty,kingsly iyyankutty,kingsley ayyankutty,0.7322598804935501,0.5014505,0.9560715514275886,0,1,2,0.0,0.92,0,0,1,0.88466895
farish shamsudeen,fareesh shamsudheen,1,farish shamsudeen,fareesh shamsudheen,farish shamsudeen,fareesh shamsudheen,0.6009342229626754,0.5584879,0.9494324045407637,0,1,3,0.0,0.89,0,0,1,0.881361
shanmuga sundaram,d shanmugasundaram,0,shanmuga sundaram,d shanmugasundaram,shanmuga sundaram,d shanmugasundaram,0.7885471547485275,0.6146928,0.903050108932462,0,0,3,0.0,0.91,0,0,1,0.881361
mahendra p jha,m p jha,0,mahendra p jha,m p jha,mahendra p jha,m p jha,0.5859130469960437,0.68240476,0.5357142857142857,0,0,7,0.5,0.83,1,1,1,0.89895767
m p jha dhanbad jharkhand,m p jha,1,m p jha dhanbad jharkhand,m p jha,m p jha dhanbad jharkhand,m p jha,0.5875997699343767,0.6200861,0.8560000000000001,0,0,18,0.6,1.0,1,1,1,0.8988362
kkvijayakumar,a vijayakumar,0,kkvijayakumar,a vijayakumar,kkvijayakumar,a vijayakumar,0.8474912558859821,0.5258856,0.7459207459207459,0,0,2,0.0,0.85,0,0,1,0.8693051
ajay kumar,ajayakumar,1,ajay kumar,ajayakumar,ajay kumar,ajayakumar,0.6554474690507084,0.6286591,0.9155555555555556,0,1,1,0.0,0.9,0,0,1,0.88466895
s sadasivam,r sadhasivam,1,s sadasivam,r sadhasivam,s sadasivam,r sadhasivam,0.6391479250480345,0.6322411,0.8141414141414142,0,0,2,0.0,0.87,0,0,1,0.8693051
snbaser,s n baser,1,s n baser,s n baser,s n baser,s n baser,1.0,0.99999994,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
cuchelkar vaikunth pandurang,p v cuchelkar,1,cuchelkar vaikunth pandurang,p v cuchelkar,cuchelkar vaikunth pandurang,p v cuchelkar,0.6376783372614333,0.6951184,0.5948218448218449,0,0,23,0.2,0.82,0,1,1,0.8983663
js chhabra,j s chabra,1,js chhabra,j s chabra,js chhabra,j s chabra,0.5295175537724842,0.43361646,0.9066666666666667,0,0,2,0.0,0.9,1,0,1,0.8426527
modi parth jagdishbhai,parth modi,1,modi parth jagdishbhai,parth modi,modi parth jagdishbhai,parth modi,0.5964408254633123,0.7270204,0.6515151515151515,0,0,14,0.6666666666666666,1.0,1,1,1,0.89895767
rajiv nandan sahai,r nandan,1,rajiv nandan sahai,r nandan,rajiv nandan sahai,r nandan,0.5322231223743231,0.59297574,0.6898148148148149,0,0,10,0.25,0.86,0,1,1,0.8920554
sunil ram velayudhan,velayudhan,1,sunil ram velayudhan,velayudhan,sunil ram velayudhan,velayudhan,0.8351767592819314,0.58391345,0.45,0,0,10,0.3333333333333333,1.0,0,0,1,0.8792234
udaya shankar,uday sankar,1,udaya shankar,uday sankar,udaya shankar,uday sankar,0.6898552370853641,0.59119344,0.9146853146853147,0,1,2,0.0,0.92,0,0,1,0.88466895
ashish,ashish kumar,1,ashish,ashish kumar,ashish,ashish kumar,0.8216212420964105,0.6037932,0.9,0,0,6,0.5,1.0,0,0,1,0.75421536
cr chhallani,c r challani,1,cr chhallani,c r challani,cr chhallani,c r challani,0.5968401408671841,0.5135529,0.9227272727272726,0,1,2,0.0,0.83,1,0,1,0.88466895
masleh uddin,m maslehuddin,1,masleh uddin,m maslehuddin,masleh uddin,m maslehuddin,0.7255006261950545,0.44395596,0.9019230769230769,0,0,3,0.0,0.88,0,0,1,0.881361
ramya r,ramya ramakrishnan,0,ramya r,ramya ramakrishnan,ramya r,ramya ramakrishnan,0.6192493798884902,0.4859898,0.8777777777777778,0,0,11,0.3333333333333333,0.83,1,1,1,0.8897651
harsh vardhan,harsha wardhan,1,harsh vardhan,harsha wardhan,harsh vardhan,harsha wardhan,0.6815374438051955,0.50944597,0.906043956043956,0,0,2,0.0,0.89,0,0,1,0.8838407
som ranjan pathak,r pathak,1,som ranjan pathak,r pathak,som ranjan pathak,r pathak,0.5778906044162238,0.5891047,0.4950980392156863,0,0,9,0.25,0.86,0,1,1,0.89895767
naresh mashetty,naresh m,0,naresh mashetty,naresh m,naresh mashetty,naresh m,0.572822650536947,0.59495056,0.9066666666666666,0,1,7,0.3333333333333333,0.86,0,1,1,0.89880055
rkannan,kannan,0,rkannan,kannan,rkannan,kannan,0.7069653477664334,0.63378716,0.9523809523809524,0,0,1,0.0,0.92,0,0,1,0.8838407
hemasundar,v hema sundar,1,hemasundar,v hema sundar,hemasundar,v hema sundar,0.7338076193065362,0.51902,0.923076923076923,0,0,3,0.0,0.87,0,0,1,0.881361
more keshav bhaskar rao,keshav b more,1,more keshav bhaskar rao,keshav b more,more keshav bhaskar rao,keshav b more,0.7359170365147797,0.6457543,0.701226309921962,0,0,14,0.4,0.92,0,1,1,0.89895767
jhasampurnanand,sampuranand jha,1,jhasampurnanand,sampuranand jha,jhasampurnanand,sampuranand jha,0.6618341200775102,0.5313915,0.7555555555555555,0,0,8,0.0,0.93,0,0,1,0.86638767
shamsudeen m,k shamsudheen,1,shamsudeen m,k shamsudheen,shamsudeen m,k shamsudheen,0.6734511232405843,0.605512,0.8675213675213675,0,0,5,0.0,0.88,0,0,1,0.8622457
tryeshwanth,t r yeshwanth,1,t r yeshwanth,t r yeshwanth,t r yeshwanth,t r yeshwanth,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
rajiv ranjan sinha,r sinha,0,rajiv ranjan sinha,r sinha,rajiv ranjan sinha,r sinha,0.561594238191072,0.50967723,0.5973544973544974,0,0,11,0.25,0.83,1,1,1,0.89895767
aksingh,a k singh,1,a k singh,a k singh,a k singh,a k singh,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
s mitra general physician,s k mitra,0,s mitra,s k mitra,s mitra,s k mitra,0.9631082038740968,0.9079793,0.9407407407407408,0,0,2,0.6666666666666666,1.0,1,1,1,0.89880055
devisingh choudhary,devi singh chaudhary,1,devisingh choudhary,devi singh chaudhary,devisingh choudhary,devi singh chaudhary,0.6006199546183847,0.5285391,0.9139181286549708,0,1,2,0.0,0.92,0,0,1,0.88466895
sselvarajan,s selvarajan,1,s selvarajan,s selvarajan,s selvarajan,s selvarajan,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
cpdubey,c p dubey,1,c p dubey,c p dubey,c p dubey,c p dubey,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
moolchand prajapat,mulchand prajapati,0,moolchand prajapat,mulchand prajapati,moolchand prajapat,mulchand prajapati,0.5742229722457365,0.62934446,0.9333333333333333,1,1,3,0.0,0.89,0,0,1,0.881361
nsiddhartha,sidhartha,0,nsiddhartha,sidhartha,nsiddhartha,sidhartha,0.5164506755516401,0.5021049,0.9393939393939394,0,0,2,0.0,0.9,1,0,1,0.7321094
harish saidu,saidu,1,harish saidu,saidu,harish saidu,saidu,0.7946640068181552,0.62996364,0.5055555555555555,0,0,7,0.5,1.0,0,0,1,0.82542205
shakir tabrez,s tabrez,1,shakir tabrez,s tabrez,shakir tabrez,s tabrez,0.792508421956963,0.5310088,0.8096153846153846,0,0,5,0.3333333333333333,0.86,0,1,1,0.89895767
madhusudan v desai,m v desai,0,madhusudan v desai,m v desai,madhusudan v desai,m v desai,0.5571641768977039,0.6380022,0.5444444444444444,0,0,9,0.5,0.88,1,1,1,0.89855313
shine bhargavan,b shine,0,shine bhargavan,b shine,shine bhargavan,b shine,0.5944740821943217,0.72436804,0.6793650793650793,0,0,12,0.3333333333333333,0.83,0,1,1,0.89895767
tschandrasekar,c chandrasekar,0,tschandrasekar,c chandrasekar,tschandrasekar,c chandrasekar,0.7240618375109692,0.5604931,0.9047619047619048,0,0,2,0.0,0.86,0,0,1,0.8838407
g chakraborty,subhrojyoti chakraborty,0,g chakraborty,subhrojyoti chakraborty,g chakraborty,subhrojyoti chakraborty,0.6087434693789242,0.69416535,0.6482720178372352,0,0,11,0.3333333333333333,0.92,0,0,1,0.56464946
prafull,prafull j patel,0,prafull,prafull j patel,prafull,prafull j patel,0.8351147605435636,0.64407355,0.8933333333333334,0,1,8,0.3333333333333333,1.0,0,0,1,0.8007256
krishna prabakar,prabhakar krishn,1,krishna prabakar,prabhakar krishn,krishna prabakar,prabhakar krishn,0.5836779347499647,0.5953574,0.65,0,0,13,0.0,0.94,0,0,1,0.5774517
murali,jayaraman murali,1,murali,jayaraman murali,murali,jayaraman murali,0.6793773039874533,0.7257855,0.45138888888888884,0,0,10,0.5,1.0,1,0,1,0.85274076
kumar gaurav mishra,k gaurav,0,kumar gaurav mishra,k gaurav,kumar gaurav mishra,k gaurav,0.6837614774649253,0.6206086,0.7513157894736843,0,0,11,0.25,0.86,0,1,1,0.89895767
g santhi vardhani,shanthi vardini,0,g santhi vardhani,shanthi vardini,g santhi vardhani,shanthi vardini,0.5566446431907323,0.4408068,0.800201106083459,0,0,5,0.0,0.81,1,0,1,0.85189754
harsh vardhan,harshwardhan x,0,harsh vardhan,harshwardhan x,harsh vardhan,harshwardhan x,0.6522454432159976,0.51381207,0.9263736263736264,0,0,4,0.0,0.81,0,0,1,0.8688796
muhammed haneefa,haneefa,0,muhammed haneefa,haneefa,muhammed haneefa,haneefa,0.6983003598482782,0.6717933,0.6071428571428571,0,0,9,0.5,1.0,1,0,1,0.8560578
mmalarvannan,malarvannan j,0,mmalarvanna n,malarvannan j,mmalarvanna n,malarvannan j,0.7451269196420462,0.44495273,0.9288461538461538,0,1,3,0.0,0.85,0,0,1,0.881361
gsuresh,suresh,0,gsuresh,suresh,gsuresh,suresh,0.5859285904753078,0.29804417,0.9523809523809524,0,0,1,0.0,0.92,0,0,1,0.8838407
mustafa hussain razvi,m razvi,0,mustafa hussain razvi,m razvi,mustafa hussain razvi,m razvi,0.5441598666711601,0.49089065,0.503968253968254,0,0,14,0.25,0.83,1,1,1,0.88535404
g chandrashekar,chandra shekhar,0,g chandrashekar,chandra shekhar,g chandrashekar,chandra shekhar,0.5453967754775194,0.6648455,0.8603174603174604,0,0,4,0.0,0.87,0,0,1,0.8439313
hvmadhusudan,hv madhusudhan,0,hvmadhusudan,hv madhusudhan,hvmadhusudan,hv madhusudhan,0.5470529445541525,0.6267772,0.9619047619047619,0,1,2,0.0,0.92,0,0,1,0.86237264
sarda raman,raman sharda,0,sarda raman,raman sharda,sarda raman,raman sharda,0.786036944854579,0.6299553,0.6446608946608947,0,0,9,0.3333333333333333,0.96,1,0,1,0.88654673
boopathy kanniappa mudaliar,k boopathy,0,boopathy kanniappa mudaliar,k boopathy,boopathy kanniappa mudaliar,k boopathy,0.5672169735885453,0.61284816,0.6234567901234568,0,0,21,0.25,0.89,0,1,1,0.89895767
l mahabaleshwar surgeon doctor in adilabad,mahabaleshwar,0,l mahabaleshwar in adilabad,mahabaleshwar,l mahabaleshwar in adilabad,mahabaleshwar,0.7124286822531833,0.7830934,0.7502374169040835,0,0,14,0.25,1.0,0,0,1,0.8752093
balaji gurappa,g balaji,0,balaji gurappa,g balaji,balaji gurappa,g balaji,0.6168682585554578,0.7654536,0.6488095238095238,0,0,10,0.3333333333333333,0.86,1,1,1,0.89895767
s sunil surgeon doctor in kottayam,sunil s,0,s sunil in kottayam,sunil s,s sunil in kottayam,sunil s,0.49224468520178133,0.6614924,0.6466165413533834,0,0,13,0.5,1.0,0,1,1,0.5135221
balaji gopalakrishnan,g balaji,0,balaji gopalakrishnan,g balaji,balaji gopalakrishnan,g balaji,0.5649895481760484,0.62631905,0.6686507936507936,0,0,16,0.3333333333333333,0.86,1,1,1,0.89895767
mandal prasenjit,prosenjit mondal,0,mandal prasenjit,prosenjit mondal,mandal prasenjit,prosenjit mondal,0.5789149738831914,0.5025828,0.6401515151515151,0,0,15,0.0,0.88,0,0,1,0.83672446
mahesh kariyappa,k mahesh,0,mahesh kariyappa,k mahesh,mahesh kariyappa,k mahesh,0.5324531925370033,0.6805482,0.6666666666666666,0,0,12,0.3333333333333333,0.86,0,1,1,0.8939444
kavsar petrolwala,kaysar patrolwala,0,kavsar petrolwala,kaysar patrolwala,kavsar petrolwala,kaysar patrolwala,0.5160597509427071,0.60706407,0.8661437908496732,0,0,2,0.0,0.88,1,0,1,0.72211164
parthasarathy g,pardhasarathy p,0,parthasarathy g,pardhasarathy p,parthasarathy g,pardhasarathy p,0.6285300261755971,0.25776058,0.9377777777777778,0,1,2,0.0,0.87,0,0,1,0.88466895
bhagat,deepak bhagat,0,bhagat,deepak bhagat,bhagat,deepak bhagat,0.7259329119627161,0.7120115,0.49572649572649574,0,0,7,0.5,1.0,0,0,1,0.82542205
syed nadeem,syed nadeem,1,syed nadeem,syed nadeem,syed nadeem,syed nadeem,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
naseer mir,naseer mir,1,naseer mir,naseer mir,naseer mir,naseer mir,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
pradeep kumar,pradeep kumar,1,pradeep kumar,pradeep kumar,pradeep kumar,pradeep kumar,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
pradeep kumar gour,pradeep kumar,1,pradeep kumar gour,pradeep kumar,pradeep kumar gour,pradeep kumar,0.7612577450523325,0.8802282,0.9444444444444444,0,1,5,0.6666666666666666,1.0,0,1,1,0.89880055
sunil tibrewal,sunil tibrewal,1,sunil tibrewal,sunil tibrewal,sunil tibrewal,sunil tibrewal,1.0000000000000004,1.0000001,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
jainendra kumar,jainendra kumar,1,jainendra kumar,jainendra kumar,jainendra kumar,jainendra kumar,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
jainendra,jainendra kumar,1,jainendra,jainendra kumar,jainendra,jainendra kumar,0.9084545930226614,0.87808585,0.92,0,1,6,0.5,1.0,1,0,1,0.6291691
ajay gupta,ajay gupta,1,ajay gupta,ajay gupta,ajay gupta,ajay gupta,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
alisha gupta,alisha gupta,1,alisha gupta,alisha gupta,alisha gupta,alisha gupta,1.0,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
manoj p nair,manoj,1,manoj p nair,manoj,manoj p nair,manoj,0.6983546600999913,0.77655965,0.8833333333333334,0,0,7,0.3333333333333333,1.0,0,0,1,0.77198017
jilani awati,jilani awati,1,jilani awati,jilani awati,jilani awati,jilani awati,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
kanti shamsukha,kanti shamsukha,1,kanti shamsukha,kanti shamsukha,kanti shamsukha,kanti shamsukha,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
rakesh kumar,rakesh,1,rakesh kumar,rakesh,rakesh kumar,rakesh,0.8515327441541538,0.6793979,0.9,0,0,6,0.5,1.0,0,0,1,0.76373917
prithvi raj k,prithvi raj,1,prithvi raj k,prithvi raj,prithvi raj k,prithvi raj,0.982684397564267,0.95726824,0.9692307692307692,0,1,2,0.6666666666666666,1.0,1,1,1,0.89880055
prakash pamonkar,prakash p,1,prakash pamonkar,prakash p,prakash pamonkar,prakash p,0.5578526422845108,0.7371322,0.9125,0,1,7,0.3333333333333333,0.88,0,1,1,0.8983954
rakesh reddy,rakesh,1,rakesh reddy,rakesh,rakesh reddy,rakesh,0.7438466357351686,0.67716384,0.9,0,0,6,0.5,1.0,0,0,1,0.76373917
rakesh singh,rakesh,1,rakesh singh,rakesh,rakesh singh,rakesh,0.7919965581680046,0.6969769,0.9,0,0,6,0.5,1.0,0,0,1,0.76373917
sathyanarayanan j d,s sathyanarayan,0,sathyanarayanan j d,s sathyanarayan,sathyanarayanan j d,s sathyanarayan,0.8784276772694027,0.87582564,0.8652631578947367,0,0,8,0.0,0.82,0,0,1,0.8628849
narayana prasad,narayana prasad,1,narayana prasad,narayana prasad,narayana prasad,narayana prasad,1.0000000000000004,1.0,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
naveen rao co,naveen rao,1,naveen rao co,naveen rao,naveen rao co,naveen rao,0.8020151060656528,0.9070952,0.9538461538461538,0,1,3,0.6666666666666666,1.0,0,1,1,0.89880055
satya prakash,satya,1,satya prakash,satya,satya prakash,satya,0.7161214038711128,0.7660726,0.8769230769230769,0,0,8,0.5,1.0,1,0,1,0.8247963
d narayana prasad,narayana prasad,1,d narayana prasad,narayana prasad,d narayana prasad,narayana prasad,0.9737628028475931,0.9434767,0.8718954248366013,0,0,2,0.6666666666666666,1.0,1,1,1,0.89880055
prasad narayanan,narayana prasad,1,prasad narayanan,narayana prasad,prasad narayanan,narayana prasad,0.9180021910821768,0.9176812,0.7388888888888889,0,0,10,0.3333333333333333,0.97,0,0,1,0.88654673
vikram vaidya panjabrao vaidya,vikram vaidya,1,vikram vaidya panjabrao vaidya,vikram vaidya,vikram vaidya panjabrao vaidya,vikram vaidya,0.8276513235522955,0.86810076,0.8866666666666667,0,1,17,0.6666666666666666,1.0,1,1,1,0.89880055
ashwini dash,ashwini dash,1,ashwini dash,ashwini dash,ashwini dash,ashwini dash,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
diwakar nr,diwakar n,1,diwakar nr,diwakar n,diwakar nr,diwakar n,0.7767762973664147,0.9521655,0.98,0,1,1,0.3333333333333333,0.95,0,1,1,0.89880055
kalpesh gajiwala,kalpesh gajiwala,1,kalpesh gajiwala,kalpesh gajiwala,kalpesh gajiwala,kalpesh gajiwala,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
harshad r purandare,harshad purandare,1,harshad r purandare,harshad purandare,harshad r purandare,harshad purandare,0.9882611552029402,0.9438238,0.9318885448916409,0,1,2,0.6666666666666666,1.0,0,1,1,0.89880055
harshad purandare,harshad purandare,1,harshad purandare,harshad purandare,harshad purandare,harshad purandare,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
g venkatesh babu,venkatesh babu g,1,g venkatesh babu,venkatesh babu g,g venkatesh babu,venkatesh babu g,1.0,0.976964,0.9166666666666666,0,0,4,1.0,1.0,0,1,1,0.89880055
v prasad,prasadh s,0,v prasad,prasadh s,v prasad,prasadh s,0.575993204295478,0.6550252,0.8055555555555555,0,0,5,0.0,0.82,0,0,1,0.84833217
hari krishna reddy,hari krishna reddy k,0,hari krishna reddy,hari krishna reddy k,hari krishna reddy,hari krishna reddy k,0.9845608835161991,0.9639611,0.98,0,1,2,0.75,1.0,1,1,1,0.89880055
harmeet paul singh,harmeet paul singh,1,harmeet paul singh,harmeet paul singh,harmeet paul singh,harmeet paul singh,1.0,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
s balamurugan,bala murugan,1,s balamurugan,bala murugan,s balamurugan,bala murugan,0.7851332087455826,0.6664411,0.9188034188034188,0,0,3,0.0,0.88,0,0,1,0.881361
jagdish chander,jagdish chander,1,jagdish chander,jagdish chander,jagdish chander,jagdish chander,0.9999999999999998,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
k krishna reddy,hari krishna reddy k,0,k krishna reddy,hari krishna reddy k,k krishna reddy,hari krishna reddy k,0.8997374460468188,0.87561893,0.7825396825396825,0,0,6,0.75,1.0,1,0,1,0.809445
vijay thakore,vijay thakore,1,vijay thakore,vijay thakore,vijay thakore,vijay thakore,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
rajesh kumar enagala,m rajesh kumar,0,rajesh kumar enagala,m rajesh kumar,rajesh kumar enagala,m rajesh kumar,0.593267044750926,0.76764417,0.7056776556776557,0,0,10,0.5,0.92,0,0,1,0.56464946
anshuman kumar,anshuman kumar,1,anshuman kumar,anshuman kumar,anshuman kumar,anshuman kumar,1.0000000000000002,1.0,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
rajesh kumar,m rajesh kumar,1,rajesh kumar,m rajesh kumar,rajesh kumar,m rajesh kumar,0.9642169943646406,0.9344106,0.8690476190476191,0,0,2,0.6666666666666666,1.0,0,1,1,0.89880055
m v naveen reddy,m v naveen,1,m v naveen reddy,m v naveen,m v naveen reddy,m v naveen,0.7705323235923839,0.6392004,0.925,0,1,6,0.75,1.0,0,1,1,0.89880055
ss narnoly,s narnoly,1,ss narnoly,s narnoly,ss narnoly,s narnoly,0.8788226373806501,0.82615554,0.97,1,1,1,0.3333333333333333,0.95,0,1,1,0.89880055
naveen m v,m v naveen,1,naveen m v,m v naveen,naveen m v,m v naveen,1.0000000000000002,0.9760052,0.7000000000000001,0,0,8,1.0,1.0,0,1,1,0.89895767
kishore pawar,kishore,1,kishore pawar,kishore,kishore pawar,kishore,0.7779704306503948,0.779391,0.9076923076923077,0,0,6,0.5,1.0,0,0,1,0.6598852
kishore reddy,kishore,1,kishore reddy,kishore,kishore reddy,kishore,0.7988674298756341,0.6700258,0.9076923076923077,0,0,6,0.5,1.0,0,0,1,0.66293246
sule p k,p k sule,1,sule p k,p k sule,sule p k,p k sule,1.0000000000000002,0.97303206,0.5,0,0,8,1.0,1.0,0,1,1,0.89895767
santanu kar,santanu kar,1,santanu kar,santanu kar,santanu kar,santanu kar,1.0,1.0000001,1.0,1,1,0,1.0,1.0,0,1,1,0.89880055
neeti kapur,neeti kapur,1,neeti kapur,neeti kapur,neeti kapur,neeti kapur,1.0000000000000002,1.0000001,1.0,1,1,0,1.0,1.0,1,1,1,0.89880055
abdullah umayr,abdullah,0,abdullah umayr,abdullah,abdullah umayr,abdullah,0.7313645814683873,0.7419277,0.9142857142857143,0,1,6,0.5,1.0,0,0,1,0.6327569
